# Force and moment coefficients
# dragDir     : (1.000000e+00 0.000000e+00 0.000000e+00)
# sideDir     : (0.000000e+00 0.000000e+00 -1.000000e+00)
# liftDir     : (0.000000e+00 1.000000e+00 0.000000e+00)
# rollAxis    : (1.000000e+00 0.000000e+00 0.000000e+00)
# pitchAxis   : (0.000000e+00 0.000000e+00 -1.000000e+00)
# yawAxis     : (0.000000e+00 1.000000e+00 0.000000e+00)
# magUInf     : 1.000000e+00
# lRef        : 1.000000e-01
# Aref        : 1.000000e-01
# CofR        : (2.000000e-01 2.000000e-01 5.000000e-01)
#
# Time        	Cd            	Cd(f)         	Cd(r)         	Cl            	Cl(f)         	Cl(r)         	CmPitch       	CmRoll        	CmYaw         	Cs            	Cs(f)         	Cs(r)         
1.26          	1.078943e+01	5.394715e+00	5.394715e+00	5.195948e-01	5.091612e+02	-5.086416e+02	5.089014e+02	-3.394381e-15	-7.786012e-16	3.260599e-18	-7.769709e-16	7.802315e-16
1.27          	1.081115e+01	5.405576e+00	5.405576e+00	5.007360e-01	5.105333e+02	-5.100326e+02	5.102829e+02	-3.391113e-15	-7.578454e-16	3.236399e-18	-7.562272e-16	7.594636e-16
1.28          	1.090505e+01	5.452526e+00	5.452526e+00	4.795380e-01	5.154109e+02	-5.149313e+02	5.151711e+02	-3.380723e-15	-7.230064e-16	3.215946e-18	-7.213984e-16	7.246143e-16
1.29          	1.100597e+01	5.502987e+00	5.502987e+00	4.168472e-01	5.213516e+02	-5.209347e+02	5.211431e+02	-3.373566e-15	-6.936418e-16	3.210017e-18	-6.920368e-16	6.952468e-16
1.3           	1.105612e+01	5.528059e+00	5.528059e+00	3.699839e-01	5.245778e+02	-5.242078e+02	5.243928e+02	-3.363329e-15	-6.739392e-16	3.227283e-18	-6.723256e-16	6.755528e-16
1.31          	1.109873e+01	5.549365e+00	5.549365e+00	3.762717e-01	5.265123e+02	-5.261360e+02	5.263241e+02	-3.355536e-15	-6.507542e-16	3.181838e-18	-6.491633e-16	6.523451e-16
1.32          	1.108795e+01	5.543973e+00	5.543973e+00	4.173348e-01	5.252751e+02	-5.248578e+02	5.250664e+02	-3.336884e-15	-6.364812e-16	3.142239e-18	-6.349100e-16	6.380523e-16
1.33          	1.116970e+01	5.584848e+00	5.584848e+00	3.948364e-01	5.295918e+02	-5.291970e+02	5.293944e+02	-3.346211e-15	-6.321584e-16	3.105155e-18	-6.306058e-16	6.337110e-16
1.34          	1.128254e+01	5.641268e+00	5.641268e+00	3.622917e-01	5.355765e+02	-5.352142e+02	5.353953e+02	-3.364783e-15	-6.350032e-16	3.072190e-18	-6.334671e-16	6.365393e-16
1.35          	1.131436e+01	5.657181e+00	5.657181e+00	3.673365e-01	5.370146e+02	-5.366473e+02	5.368310e+02	-3.366203e-15	-6.333346e-16	3.044730e-18	-6.318123e-16	6.348570e-16
1.36          	1.130898e+01	5.654491e+00	5.654491e+00	3.833099e-01	5.364757e+02	-5.360924e+02	5.362840e+02	-3.361834e-15	-6.208161e-16	3.021916e-18	-6.193052e-16	6.223271e-16
1.37          	1.129453e+01	5.647263e+00	5.647263e+00	4.067759e-01	5.353698e+02	-5.349630e+02	5.351664e+02	-3.359542e-15	-6.103679e-16	2.998437e-18	-6.088687e-16	6.118672e-16
1.38          	1.129331e+01	5.646657e+00	5.646657e+00	4.275471e-01	5.349468e+02	-5.345192e+02	5.347330e+02	-3.356033e-15	-5.982370e-16	2.974902e-18	-5.967495e-16	5.997244e-16
1.39          	1.129132e+01	5.645662e+00	5.645662e+00	4.535724e-01	5.343944e+02	-5.339409e+02	5.341677e+02	-3.354423e-15	-5.875923e-16	2.951074e-18	-5.861167e-16	5.890678e-16
1.4           	1.130330e+01	5.651651e+00	5.651651e+00	4.658892e-01	5.347524e+02	-5.342865e+02	5.345194e+02	-3.352110e-15	-5.781108e-16	2.930239e-18	-5.766457e-16	5.795759e-16
1.41          	1.126851e+01	5.634257e+00	5.634257e+00	4.833618e-01	5.327752e+02	-5.322919e+02	5.325336e+02	-3.350323e-15	-5.734205e-16	2.908039e-18	-5.719665e-16	5.748745e-16
1.42          	1.123235e+01	5.616177e+00	5.616177e+00	4.566272e-01	5.315059e+02	-5.310493e+02	5.312776e+02	-3.346766e-15	-5.728044e-16	2.890244e-18	-5.713593e-16	5.742495e-16
1.43          	1.123324e+01	5.616619e+00	5.616619e+00	4.266968e-01	5.320705e+02	-5.316438e+02	5.318572e+02	-3.344996e-15	-5.703306e-16	2.872853e-18	-5.688942e-16	5.717671e-16
1.44          	1.122201e+01	5.611006e+00	5.611006e+00	4.300317e-01	5.314717e+02	-5.310417e+02	5.312567e+02	-3.346233e-15	-5.682636e-16	2.851552e-18	-5.668378e-16	5.696894e-16
1.45          	1.117144e+01	5.585720e+00	5.585720e+00	4.183248e-01	5.292474e+02	-5.288291e+02	5.290383e+02	-3.337996e-15	-5.645961e-16	2.828141e-18	-5.631820e-16	5.660102e-16
1.46          	1.112601e+01	5.563006e+00	5.563006e+00	4.092568e-01	5.272239e+02	-5.268146e+02	5.270192e+02	-3.335074e-15	-5.666944e-16	2.805797e-18	-5.652915e-16	5.680973e-16
1.47          	1.108734e+01	5.543670e+00	5.543670e+00	3.365976e-01	5.266373e+02	-5.263007e+02	5.264690e+02	-3.329614e-15	-5.763389e-16	2.790991e-18	-5.749434e-16	5.777344e-16
1.48          	1.102513e+01	5.512563e+00	5.512563e+00	3.037121e-01	5.242248e+02	-5.239210e+02	5.240729e+02	-3.327453e-15	-5.883476e-16	2.770133e-18	-5.869625e-16	5.897327e-16
1.49          	1.097015e+01	5.485074e+00	5.485074e+00	3.756813e-01	5.203245e+02	-5.199488e+02	5.201367e+02	-3.331151e-15	-5.918876e-16	2.744016e-18	-5.905156e-16	5.932596e-16
1.5           	1.091260e+01	5.456299e+00	5.456299e+00	4.475957e-01	5.163017e+02	-5.158541e+02	5.160779e+02	-3.334595e-15	-5.976646e-16	2.719101e-18	-5.963050e-16	5.990241e-16
1.51          	1.084260e+01	5.421299e+00	5.421299e+00	4.842909e-01	5.122976e+02	-5.118133e+02	5.120554e+02	-3.336510e-15	-6.104827e-16	2.695299e-18	-6.091351e-16	6.118304e-16
1.52          	1.077372e+01	5.386859e+00	5.386859e+00	5.254638e-01	5.082688e+02	-5.077433e+02	5.080060e+02	-3.338635e-15	-6.245018e-16	2.672207e-18	-6.231657e-16	6.258379e-16
1.53          	1.072052e+01	5.360258e+00	5.360258e+00	5.496729e-01	5.052894e+02	-5.047397e+02	5.050146e+02	-3.338707e-15	-6.403866e-16	2.653491e-18	-6.390599e-16	6.417134e-16
1.54          	1.064824e+01	5.324121e+00	5.324121e+00	5.750002e-01	5.013750e+02	-5.008000e+02	5.010875e+02	-3.338482e-15	-6.589141e-16	2.634190e-18	-6.575970e-16	6.602312e-16
1.55          	1.057841e+01	5.289206e+00	5.289206e+00	7.192444e-01	4.954969e+02	-4.947776e+02	4.951372e+02	-3.347639e-15	-6.730598e-16	2.605590e-18	-6.717570e-16	6.743626e-16
1.56          	1.063344e+01	5.316720e+00	5.316720e+00	8.186094e-01	4.963972e+02	-4.955786e+02	4.959879e+02	-3.346895e-15	-6.752100e-16	2.591774e-18	-6.739141e-16	6.765059e-16
1.57          	1.060986e+01	5.304929e+00	5.304929e+00	8.713079e-01	4.943409e+02	-4.934696e+02	4.939053e+02	-3.351047e-15	-6.859281e-16	2.571775e-18	-6.846422e-16	6.872139e-16
1.58          	1.058031e+01	5.290157e+00	5.290157e+00	9.741002e-01	4.911219e+02	-4.901478e+02	4.906348e+02	-3.368650e-15	-7.050063e-16	2.548754e-18	-7.037319e-16	7.062807e-16
1.59          	1.058688e+01	5.293440e+00	5.293440e+00	1.076411e+00	4.896444e+02	-4.885680e+02	4.891062e+02	-3.387494e-15	-7.213895e-16	2.528967e-18	-7.201250e-16	7.226540e-16
1.6           	1.059194e+01	5.295968e+00	5.295968e+00	1.090950e+00	4.896306e+02	-4.885397e+02	4.890852e+02	-3.400782e-15	-7.417161e-16	2.517155e-18	-7.404576e-16	7.429747e-16
1.61          	1.053168e+01	5.265842e+00	5.265842e+00	1.128122e+00	4.860860e+02	-4.849579e+02	4.855220e+02	-3.403378e-15	-7.606154e-16	2.502629e-18	-7.593641e-16	7.618667e-16
1.62          	1.045417e+01	5.227087e+00	5.227087e+00	1.173199e+00	4.815748e+02	-4.804016e+02	4.809882e+02	-3.404255e-15	-7.804780e-16	2.489902e-18	-7.792331e-16	7.817230e-16
1.63          	1.038010e+01	5.190051e+00	5.190051e+00	1.215201e+00	4.772823e+02	-4.760671e+02	4.766747e+02	-3.404669e-15	-7.998945e-16	2.478136e-18	-7.986554e-16	8.011336e-16
1.64          	1.030768e+01	5.153841e+00	5.153841e+00	1.253667e+00	4.731311e+02	-4.718774e+02	4.725043e+02	-3.404025e-15	-8.188734e-16	2.467601e-18	-8.176396e-16	8.201072e-16
1.65          	1.024029e+01	5.120145e+00	5.120145e+00	1.276118e+00	4.695015e+02	-4.682254e+02	4.688635e+02	-3.404466e-15	-8.378786e-16	2.458706e-18	-8.366493e-16	8.391080e-16
1.66          	1.017375e+01	5.086874e+00	5.086874e+00	1.286257e+00	4.661283e+02	-4.648421e+02	4.654852e+02	-3.409466e-15	-8.627559e-16	2.453972e-18	-8.615289e-16	8.639829e-16
1.67          	1.010410e+01	5.052048e+00	5.052048e+00	1.399743e+00	4.607973e+02	-4.593976e+02	4.600974e+02	-3.396389e-15	-8.598192e-16	2.434490e-18	-8.586019e-16	8.610364e-16
1.68          	1.003826e+01	5.019132e+00	5.019132e+00	1.438724e+00	4.569535e+02	-4.555148e+02	4.562341e+02	-3.397400e-15	-8.775097e-16	2.428567e-18	-8.762954e-16	8.787240e-16
1.69          	9.984695e+00	4.992348e+00	4.992348e+00	1.450238e+00	4.541791e+02	-4.527289e+02	4.534540e+02	-3.395639e-15	-8.934428e-16	2.432003e-18	-8.922268e-16	8.946588e-16
1.7           	1.000003e+01	5.000017e+00	5.000017e+00	1.423235e+00	4.553864e+02	-4.539632e+02	4.546748e+02	-3.389989e-15	-9.021747e-16	2.439160e-18	-9.009552e-16	9.033943e-16
1.71          	9.956826e+00	4.978413e+00	4.978413e+00	1.442558e+00	4.529728e+02	-4.515303e+02	4.522515e+02	-3.389182e-15	-9.172737e-16	2.439337e-18	-9.160540e-16	9.184934e-16
1.72          	9.896748e+00	4.948374e+00	4.948374e+00	1.463757e+00	4.497167e+02	-4.482529e+02	4.489848e+02	-3.389373e-15	-9.348299e-16	2.439312e-18	-9.336102e-16	9.360495e-16
1.73          	9.805991e+00	4.902996e+00	4.902996e+00	1.441613e+00	4.457465e+02	-4.443049e+02	4.450257e+02	-3.385343e-15	-9.570484e-16	2.443055e-18	-9.558269e-16	9.582699e-16
1.74          	9.733707e+00	4.866854e+00	4.866854e+00	1.442632e+00	4.422577e+02	-4.408151e+02	4.415364e+02	-3.386145e-15	-9.772337e-16	2.444577e-18	-9.760114e-16	9.784560e-16
1.75          	9.660476e+00	4.830238e+00	4.830238e+00	1.495989e+00	4.378076e+02	-4.363116e+02	4.370596e+02	-3.381950e-15	-9.925349e-16	2.445203e-18	-9.913123e-16	9.937575e-16
1.76          	9.557404e+00	4.778702e+00	4.778702e+00	1.494935e+00	4.328773e+02	-4.313824e+02	4.321298e+02	-3.380147e-15	-1.015377e-15	2.450975e-18	-1.014152e-15	1.016603e-15
1.77          	9.445047e+00	4.722524e+00	4.722524e+00	1.540615e+00	4.266835e+02	-4.251429e+02	4.259132e+02	-3.392276e-15	-1.041597e-15	2.456437e-18	-1.040369e-15	1.042825e-15
1.78          	9.452414e+00	4.726207e+00	4.726207e+00	1.598951e+00	4.260150e+02	-4.244161e+02	4.252155e+02	-3.387393e-15	-1.045054e-15	2.450322e-18	-1.043829e-15	1.046280e-15
1.79          	9.464904e+00	4.732452e+00	4.732452e+00	1.619904e+00	4.262466e+02	-4.246267e+02	4.254367e+02	-3.380782e-15	-1.047436e-15	2.451468e-18	-1.046210e-15	1.048661e-15
1.8           	9.436224e+00	4.718112e+00	4.718112e+00	1.667129e+00	4.240424e+02	-4.223753e+02	4.232088e+02	-3.382236e-15	-1.056547e-15	2.444711e-18	-1.055324e-15	1.057769e-15
1.81          	9.406867e+00	4.703434e+00	4.703434e+00	1.744775e+00	4.212732e+02	-4.195285e+02	4.204009e+02	-3.390151e-15	-1.060365e-15	2.449115e-18	-1.059140e-15	1.061589e-15
1.82          	9.306837e+00	4.653418e+00	4.653418e+00	1.775478e+00	4.159332e+02	-4.141578e+02	4.150455e+02	-3.396361e-15	-1.076493e-15	2.455709e-18	-1.075266e-15	1.077721e-15
1.83          	9.212947e+00	4.606474e+00	4.606474e+00	1.768621e+00	4.115453e+02	-4.097767e+02	4.106610e+02	-3.398670e-15	-1.093738e-15	2.467084e-18	-1.092504e-15	1.094971e-15
1.84          	9.099342e+00	4.549671e+00	4.549671e+00	1.746814e+00	4.064726e+02	-4.047258e+02	4.055992e+02	-3.399299e-15	-1.113778e-15	2.479067e-18	-1.112539e-15	1.115018e-15
1.85          	9.041089e+00	4.520545e+00	4.520545e+00	1.731194e+00	4.039485e+02	-4.022173e+02	4.030829e+02	-3.399825e-15	-1.125416e-15	2.494430e-18	-1.124169e-15	1.126663e-15
1.86          	9.016582e+00	4.508291e+00	4.508291e+00	1.683915e+00	4.035982e+02	-4.019143e+02	4.027563e+02	-3.397496e-15	-1.138342e-15	2.517082e-18	-1.137083e-15	1.139601e-15
1.87          	8.963873e+00	4.481936e+00	4.481936e+00	1.644764e+00	4.017519e+02	-4.001072e+02	4.009295e+02	-3.396691e-15	-1.154516e-15	2.536953e-18	-1.153248e-15	1.155785e-15
1.88          	8.939589e+00	4.469794e+00	4.469794e+00	1.711832e+00	3.994111e+02	-3.976993e+02	3.985552e+02	-3.406115e-15	-1.154710e-15	2.546606e-18	-1.153436e-15	1.155983e-15
1.89          	8.772287e+00	4.386144e+00	4.386144e+00	1.598451e+00	3.933632e+02	-3.917648e+02	3.925640e+02	-3.401215e-15	-1.190996e-15	2.568393e-18	-1.189712e-15	1.192280e-15
1.9           	8.680989e+00	4.340495e+00	4.340495e+00	1.606174e+00	3.888441e+02	-3.872379e+02	3.880410e+02	-3.403448e-15	-1.209486e-15	2.581479e-18	-1.208195e-15	1.210776e-15
1.91          	8.897886e+00	4.448943e+00	4.448943e+00	1.549404e+00	4.002468e+02	-3.986974e+02	3.994721e+02	-3.398288e-15	-1.190542e-15	2.621290e-18	-1.189231e-15	1.191853e-15
1.92          	8.822108e+00	4.411054e+00	4.411054e+00	1.610897e+00	3.955314e+02	-3.939205e+02	3.947260e+02	-3.407564e-15	-1.200289e-15	2.629677e-18	-1.198974e-15	1.201604e-15
1.93          	8.780833e+00	4.390417e+00	4.390417e+00	1.595907e+00	3.938105e+02	-3.922146e+02	3.930125e+02	-3.407330e-15	-1.208303e-15	2.648252e-18	-1.206979e-15	1.209627e-15
1.94          	8.711119e+00	4.355560e+00	4.355560e+00	1.601197e+00	3.903694e+02	-3.887682e+02	3.895688e+02	-3.411657e-15	-1.220705e-15	2.663407e-18	-1.219373e-15	1.222036e-15
1.95          	8.655353e+00	4.327676e+00	4.327676e+00	1.592072e+00	3.878499e+02	-3.862578e+02	3.870538e+02	-3.414358e-15	-1.231111e-15	2.675451e-18	-1.229773e-15	1.232449e-15
1.96          	8.564747e+00	4.282374e+00	4.282374e+00	1.536225e+00	3.844755e+02	-3.829393e+02	3.837074e+02	-3.432211e-15	-1.252323e-15	2.703736e-18	-1.250971e-15	1.253675e-15
1.97          	8.482823e+00	4.241412e+00	4.241412e+00	1.537287e+00	3.805218e+02	-3.789845e+02	3.797531e+02	-3.416110e-15	-1.263475e-15	2.710112e-18	-1.262120e-15	1.264830e-15
1.98          	8.418692e+00	4.209346e+00	4.209346e+00	1.511770e+00	3.778870e+02	-3.763752e+02	3.771311e+02	-3.413555e-15	-1.272229e-15	2.721416e-18	-1.270868e-15	1.273590e-15
1.99          	8.351220e+00	4.175610e+00	4.175610e+00	1.538447e+00	3.741782e+02	-3.726397e+02	3.734090e+02	-3.418860e-15	-1.275679e-15	2.730744e-18	-1.274314e-15	1.277045e-15
2             	8.286148e+00	4.143074e+00	4.143074e+00	1.567714e+00	3.705390e+02	-3.689713e+02	3.697551e+02	-3.417953e-15	-1.273046e-15	2.743539e-18	-1.271674e-15	1.274418e-15
2.01          	8.217003e+00	4.108502e+00	4.108502e+00	1.547606e+00	3.675682e+02	-3.660206e+02	3.667944e+02	-3.416357e-15	-1.278188e-15	2.758762e-18	-1.276808e-15	1.279567e-15
2.02          	8.152544e+00	4.076272e+00	4.076272e+00	1.516576e+00	3.650131e+02	-3.634966e+02	3.642548e+02	-3.414178e-15	-1.283129e-15	2.774206e-18	-1.281742e-15	1.284516e-15
2.03          	8.112977e+00	4.056489e+00	4.056489e+00	1.486507e+00	3.636359e+02	-3.621494e+02	3.628926e+02	-3.412490e-15	-1.282772e-15	2.790224e-18	-1.281377e-15	1.284167e-15
2.04          	8.088746e+00	4.044373e+00	4.044373e+00	1.490365e+00	3.624007e+02	-3.609103e+02	3.616555e+02	-3.414125e-15	-1.276055e-15	2.802628e-18	-1.274654e-15	1.277456e-15
2.05          	8.005226e+00	4.002613e+00	4.002613e+00	1.469074e+00	3.587595e+02	-3.572904e+02	3.580250e+02	-3.407094e-15	-1.278008e-15	2.815634e-18	-1.276600e-15	1.279416e-15
2.06          	8.003261e+00	4.001631e+00	4.001631e+00	1.479496e+00	3.584776e+02	-3.569981e+02	3.577379e+02	-3.406588e-15	-1.281908e-15	2.810330e-18	-1.280502e-15	1.283313e-15
2.07          	8.008978e+00	4.004489e+00	4.004489e+00	1.423348e+00	3.597292e+02	-3.583058e+02	3.590175e+02	-3.397299e-15	-1.298704e-15	2.822298e-18	-1.297293e-15	1.300115e-15
2.08          	8.030093e+00	4.015046e+00	4.015046e+00	1.388345e+00	3.613496e+02	-3.599613e+02	3.606554e+02	-3.385314e-15	-1.312896e-15	2.829675e-18	-1.311482e-15	1.314311e-15
2.09          	8.071835e+00	4.035918e+00	4.035918e+00	1.442509e+00	3.623995e+02	-3.609570e+02	3.616782e+02	-3.384853e-15	-1.320766e-15	2.807137e-18	-1.319363e-15	1.322170e-15
2.1           	8.073098e+00	4.036549e+00	4.036549e+00	1.416096e+00	3.629162e+02	-3.615001e+02	3.622082e+02	-3.372281e-15	-1.313752e-15	2.815537e-18	-1.312344e-15	1.315160e-15
2.11          	8.083765e+00	4.041883e+00	4.041883e+00	1.399327e+00	3.637154e+02	-3.623161e+02	3.630158e+02	-3.359701e-15	-1.303368e-15	2.822467e-18	-1.301957e-15	1.304779e-15
2.12          	8.100963e+00	4.050481e+00	4.050481e+00	1.384581e+00	3.647925e+02	-3.634079e+02	3.641002e+02	-3.346102e-15	-1.291698e-15	2.828518e-18	-1.290284e-15	1.293112e-15
2.13          	8.122172e+00	4.061086e+00	4.061086e+00	1.370037e+00	3.660585e+02	-3.646884e+02	3.653734e+02	-3.330817e-15	-1.278645e-15	2.834845e-18	-1.277228e-15	1.280063e-15
2.14          	8.148958e+00	4.074479e+00	4.074479e+00	1.365665e+00	3.674140e+02	-3.660483e+02	3.667311e+02	-3.315112e-15	-1.262802e-15	2.840518e-18	-1.261382e-15	1.264222e-15
2.15          	8.197370e+00	4.098685e+00	4.098685e+00	1.426677e+00	3.686631e+02	-3.672364e+02	3.679498e+02	-3.301334e-15	-1.240063e-15	2.836380e-18	-1.238644e-15	1.241481e-15
2.16          	8.237670e+00	4.118835e+00	4.118835e+00	1.439366e+00	3.703684e+02	-3.689291e+02	3.696487e+02	-3.283948e-15	-1.220094e-15	2.838262e-18	-1.218675e-15	1.221513e-15
2.17          	8.279626e+00	4.139813e+00	4.139813e+00	1.431867e+00	3.725064e+02	-3.710745e+02	3.717905e+02	-3.265074e-15	-1.201296e-15	2.838783e-18	-1.199877e-15	1.202716e-15
2.18          	8.323787e+00	4.161893e+00	4.161893e+00	1.419634e+00	3.748330e+02	-3.734134e+02	3.741232e+02	-3.244603e-15	-1.181993e-15	2.838667e-18	-1.180573e-15	1.183412e-15
2.19          	8.381006e+00	4.190503e+00	4.190503e+00	1.461597e+00	3.768379e+02	-3.753763e+02	3.761071e+02	-3.230013e-15	-1.156317e-15	2.830221e-18	-1.154902e-15	1.157732e-15
2.2           	8.423590e+00	4.211795e+00	4.211795e+00	1.426886e+00	3.794820e+02	-3.780552e+02	3.787686e+02	-3.207039e-15	-1.138871e-15	2.830621e-18	-1.137456e-15	1.140287e-15
2.21          	8.460716e+00	4.230358e+00	4.230358e+00	1.396902e+00	3.817815e+02	-3.803846e+02	3.810831e+02	-3.183219e-15	-1.120086e-15	2.828118e-18	-1.118671e-15	1.121500e-15
2.22          	8.475285e+00	4.237643e+00	4.237643e+00	1.357605e+00	3.831612e+02	-3.818036e+02	3.824824e+02	-3.161252e-15	-1.104692e-15	2.824189e-18	-1.103280e-15	1.106104e-15
2.23          	8.626447e+00	4.313223e+00	4.313223e+00	1.380998e+00	3.900004e+02	-3.886194e+02	3.893099e+02	-3.126981e-15	-1.066531e-15	2.821077e-18	-1.065120e-15	1.067941e-15
2.24          	8.674240e+00	4.337120e+00	4.337120e+00	1.360546e+00	3.926451e+02	-3.912846e+02	3.919649e+02	-3.102096e-15	-1.045312e-15	2.815197e-18	-1.043905e-15	1.046720e-15
2.25          	8.723776e+00	4.361888e+00	4.361888e+00	1.331382e+00	3.955261e+02	-3.941947e+02	3.948604e+02	-3.077405e-15	-1.021581e-15	2.808138e-18	-1.020177e-15	1.022986e-15
2.26          	8.804896e+00	4.402448e+00	4.402448e+00	1.283581e+00	4.002494e+02	-3.989658e+02	3.996076e+02	-3.050000e-15	-9.938622e-16	2.804227e-18	-9.924601e-16	9.952643e-16
2.27          	8.872624e+00	4.436312e+00	4.436312e+00	1.246553e+00	4.041415e+02	-4.028950e+02	4.035182e+02	-3.023042e-15	-9.684397e-16	2.800466e-18	-9.670395e-16	9.698400e-16
2.28          	8.926428e+00	4.463214e+00	4.463214e+00	1.217075e+00	4.072333e+02	-4.060162e+02	4.066247e+02	-2.996764e-15	-9.444849e-16	2.795075e-18	-9.430873e-16	9.458824e-16
2.29          	8.994518e+00	4.497259e+00	4.497259e+00	1.184460e+00	4.110658e+02	-4.098814e+02	4.104736e+02	-2.965741e-15	-9.162910e-16	2.789874e-18	-9.148960e-16	9.176859e-16
2.3           	9.103364e+00	4.551682e+00	4.551682e+00	1.139656e+00	4.170682e+02	-4.159286e+02	4.164984e+02	-2.928615e-15	-8.815441e-16	2.789389e-18	-8.801494e-16	8.829388e-16
2.31          	9.189766e+00	4.594883e+00	4.594883e+00	1.101145e+00	4.218833e+02	-4.207822e+02	4.213327e+02	-2.902473e-15	-8.568241e-16	2.790061e-18	-8.554291e-16	8.582191e-16
2.32          	9.253130e+00	4.626565e+00	4.626565e+00	1.086143e+00	4.251813e+02	-4.240952e+02	4.246383e+02	-2.873590e-15	-8.300112e-16	2.784684e-18	-8.286189e-16	8.314035e-16
2.33          	9.334242e+00	4.667121e+00	4.667121e+00	1.064873e+00	4.294412e+02	-4.283764e+02	4.289088e+02	-2.837924e-15	-7.975208e-16	2.778745e-18	-7.961314e-16	7.989102e-16
2.34          	9.456597e+00	4.728299e+00	4.728299e+00	1.009150e+00	4.362839e+02	-4.352748e+02	4.357794e+02	-2.799349e-15	-7.614396e-16	2.777685e-18	-7.600507e-16	7.628284e-16
2.35          	9.569394e+00	4.784697e+00	4.784697e+00	9.485901e-01	4.427527e+02	-4.418041e+02	4.422784e+02	-2.772908e-15	-7.357421e-16	2.780004e-18	-7.343521e-16	7.371321e-16
2.36          	9.584690e+00	4.792345e+00	4.792345e+00	9.429174e-01	4.435811e+02	-4.426382e+02	4.431097e+02	-2.754979e-15	-7.221103e-16	2.770989e-18	-7.207248e-16	7.234958e-16
2.37          	9.512786e+00	4.756393e+00	4.756393e+00	9.710195e-01	4.396331e+02	-4.386621e+02	4.391476e+02	-2.758940e-15	-7.290899e-16	2.762120e-18	-7.277088e-16	7.304709e-16
2.38          	9.493050e+00	4.746525e+00	4.746525e+00	9.835405e-01	4.384621e+02	-4.374785e+02	4.379703e+02	-2.743619e-15	-7.188112e-16	2.748001e-18	-7.174372e-16	7.201852e-16
2.39          	9.506642e+00	4.753321e+00	4.753321e+00	9.546052e-01	4.396165e+02	-4.386619e+02	4.391392e+02	-2.735615e-15	-7.156065e-16	2.740072e-18	-7.142365e-16	7.169766e-16
2.4           	9.506245e+00	4.753123e+00	4.753123e+00	1.028741e+00	4.382959e+02	-4.372671e+02	4.377815e+02	-2.699896e-15	-6.885726e-16	2.703368e-18	-6.872209e-16	6.899243e-16
2.41          	9.455187e+00	4.727594e+00	4.727594e+00	1.104130e+00	4.345218e+02	-4.334176e+02	4.339697e+02	-2.666989e-15	-6.688836e-16	2.667229e-18	-6.675500e-16	6.702172e-16
2.42          	9.390570e+00	4.695285e+00	4.695285e+00	1.129362e+00	4.309748e+02	-4.298454e+02	4.304101e+02	-2.660177e-15	-6.703435e-16	2.644309e-18	-6.690213e-16	6.716657e-16
2.43          	9.407567e+00	4.703783e+00	4.703783e+00	1.122131e+00	4.319136e+02	-4.307915e+02	4.313525e+02	-2.631749e-15	-6.519890e-16	2.617477e-18	-6.506802e-16	6.532977e-16
2.44          	9.394174e+00	4.697087e+00	4.697087e+00	1.015357e+00	4.331360e+02	-4.321207e+02	4.326283e+02	-2.601130e-15	-6.471543e-16	2.604523e-18	-6.458520e-16	6.484565e-16
2.45          	9.390390e+00	4.695195e+00	4.695195e+00	1.014427e+00	4.329676e+02	-4.319531e+02	4.324603e+02	-2.577885e-15	-6.342615e-16	2.579563e-18	-6.329718e-16	6.355513e-16
2.46          	9.369975e+00	4.684987e+00	4.684987e+00	1.020082e+00	4.318858e+02	-4.308658e+02	4.313758e+02	-2.558814e-15	-6.255021e-16	2.552595e-18	-6.242258e-16	6.267783e-16
2.47          	9.340976e+00	4.670488e+00	4.670488e+00	1.019923e+00	4.304941e+02	-4.294742e+02	4.299841e+02	-2.540373e-15	-6.182341e-16	2.525851e-18	-6.169712e-16	6.194970e-16
2.48          	9.278121e+00	4.639061e+00	4.639061e+00	1.025094e+00	4.273842e+02	-4.263591e+02	4.268716e+02	-2.531010e-15	-6.209853e-16	2.498507e-18	-6.197360e-16	6.222346e-16
2.49          	9.382807e+00	4.691404e+00	4.691404e+00	1.017104e+00	4.325467e+02	-4.315296e+02	4.320381e+02	-2.490332e-15	-5.907272e-16	2.475045e-18	-5.894897e-16	5.919647e-16
2.5           	9.433773e+00	4.716886e+00	4.716886e+00	9.266668e-01	4.365737e+02	-4.356470e+02	4.361104e+02	-2.456027e-15	-5.792029e-16	2.459906e-18	-5.779730e-16	5.804329e-16
2.51          	9.371077e+00	4.685538e+00	4.685538e+00	1.048883e+00	4.314236e+02	-4.303748e+02	4.308992e+02	-2.446255e-15	-5.673829e-16	2.416833e-18	-5.661744e-16	5.685913e-16
2.52          	9.344903e+00	4.672451e+00	4.672451e+00	1.025981e+00	4.305664e+02	-4.295404e+02	4.300534e+02	-2.406797e-15	-5.505413e-16	2.384980e-18	-5.493489e-16	5.517338e-16
2.53          	9.324488e+00	4.662244e+00	4.662244e+00	9.335688e-01	4.312022e+02	-4.302686e+02	4.307354e+02	-2.388093e-15	-5.522906e-16	2.371685e-18	-5.511047e-16	5.534764e-16
2.54          	9.266803e+00	4.633401e+00	4.633401e+00	8.674106e-01	4.295897e+02	-4.287223e+02	4.291560e+02	-2.370319e-15	-5.568987e-16	2.350892e-18	-5.557233e-16	5.580742e-16
