# Force and moment coefficients
# dragDir     : (1.000000e+00 0.000000e+00 0.000000e+00)
# sideDir     : (0.000000e+00 0.000000e+00 -1.000000e+00)
# liftDir     : (0.000000e+00 1.000000e+00 0.000000e+00)
# rollAxis    : (1.000000e+00 0.000000e+00 0.000000e+00)
# pitchAxis   : (0.000000e+00 0.000000e+00 -1.000000e+00)
# yawAxis     : (0.000000e+00 1.000000e+00 0.000000e+00)
# magUInf     : 1.000000e+00
# lRef        : 1.000000e-01
# Aref        : 1.000000e-01
# CofR        : (2.000000e-01 2.000000e-01 5.000000e-01)
#
# Time        	Cd            	Cd(f)         	Cd(r)         	Cl            	Cl(f)         	Cl(r)         	CmPitch       	CmRoll        	CmYaw         	Cs            	Cs(f)         	Cs(r)         
0.13          	8.030099e+00	4.015050e+00	4.015050e+00	-1.589347e+00	4.132234e+02	-4.148127e+02	4.140180e+02	-6.075473e-15	-5.011745e-15	9.264189e-18	-5.007113e-15	5.016377e-15
0.14          	8.302483e+00	4.151242e+00	4.151242e+00	-1.478916e+00	4.243725e+02	-4.258514e+02	4.251120e+02	-5.675206e-15	-4.673442e-15	9.036447e-18	-4.668924e-15	4.677960e-15
0.15          	8.487091e+00	4.243546e+00	4.243546e+00	-1.386518e+00	4.316239e+02	-4.330104e+02	4.323171e+02	-5.330110e-15	-4.388652e-15	8.832516e-18	-4.384235e-15	4.393068e-15
0.16          	8.602362e+00	4.301181e+00	4.301181e+00	-1.308651e+00	4.358011e+02	-4.371097e+02	4.364554e+02	-5.031725e-15	-4.147022e-15	8.647758e-18	-4.142698e-15	4.151346e-15
0.17          	8.655754e+00	4.327877e+00	4.327877e+00	-1.184483e+00	4.361976e+02	-4.373821e+02	4.367898e+02	-4.794565e-15	-3.947898e-15	8.495321e-18	-3.943650e-15	3.952146e-15
0.18          	8.609108e+00	4.304554e+00	4.304554e+00	-1.117729e+00	4.327968e+02	-4.339146e+02	4.333557e+02	-4.583879e-15	-3.780177e-15	8.350246e-18	-3.776002e-15	3.784352e-15
0.19          	8.531344e+00	4.265672e+00	4.265672e+00	-1.059162e+00	4.280454e+02	-4.291045e+02	4.285750e+02	-4.402727e-15	-3.636366e-15	8.217356e-18	-3.632257e-15	3.640475e-15
0.2           	8.456055e+00	4.228027e+00	4.228027e+00	-9.955546e-01	4.233242e+02	-4.243197e+02	4.238219e+02	-4.248252e-15	-3.510753e-15	8.097306e-18	-3.506704e-15	3.514801e-15
0.21          	8.379150e+00	4.189575e+00	4.189575e+00	-9.331335e-01	4.185458e+02	-4.194789e+02	4.190124e+02	-4.117800e-15	-3.401741e-15	7.989043e-18	-3.397746e-15	3.405735e-15
0.22          	8.310065e+00	4.155033e+00	4.155033e+00	-8.735427e-01	4.141920e+02	-4.150655e+02	4.146287e+02	-4.010068e-15	-3.307616e-15	7.893501e-18	-3.303669e-15	3.311563e-15
0.23          	8.262016e+00	4.131008e+00	4.131008e+00	-8.574915e-01	4.116094e+02	-4.124669e+02	4.120382e+02	-3.935759e-15	-3.237132e-15	7.824100e-18	-3.233220e-15	3.241044e-15
0.24          	8.233036e+00	4.116518e+00	4.116518e+00	-8.487038e-01	4.100689e+02	-4.109176e+02	4.104933e+02	-3.878449e-15	-3.176719e-15	7.766015e-18	-3.172836e-15	3.180602e-15
0.25          	8.220082e+00	4.110041e+00	4.110041e+00	-8.014492e-01	4.086241e+02	-4.094255e+02	4.090248e+02	-3.818260e-15	-3.110247e-15	7.701110e-18	-3.106396e-15	3.114097e-15
0.26          	8.224926e+00	4.112463e+00	4.112463e+00	-7.537603e-01	4.080256e+02	-4.087794e+02	4.084025e+02	-3.767297e-15	-3.048745e-15	7.642308e-18	-3.044924e-15	3.052566e-15
0.27          	8.205232e+00	4.102616e+00	4.102616e+00	-6.716491e-01	4.056466e+02	-4.063182e+02	4.059824e+02	-3.737986e-15	-3.003230e-15	7.591038e-18	-2.999434e-15	3.007025e-15
0.28          	8.191439e+00	4.095720e+00	4.095720e+00	-5.857922e-01	4.034849e+02	-4.040707e+02	4.037778e+02	-3.714589e-15	-2.960638e-15	7.542076e-18	-2.956867e-15	2.964409e-15
0.29          	8.215713e+00	4.107857e+00	4.107857e+00	-5.249968e-01	4.035889e+02	-4.041138e+02	4.038513e+02	-3.681494e-15	-2.908593e-15	7.491178e-18	-2.904847e-15	2.912339e-15
0.3           	8.243160e+00	4.121580e+00	4.121580e+00	-4.532348e-01	4.036530e+02	-4.041063e+02	4.038796e+02	-3.653245e-15	-2.858081e-15	7.444008e-18	-2.854359e-15	2.861803e-15
0.31          	8.264177e+00	4.132088e+00	4.132088e+00	-3.442339e-01	4.027567e+02	-4.031009e+02	4.029288e+02	-3.639969e-15	-2.812653e-15	7.408106e-18	-2.808949e-15	2.816357e-15
0.32          	8.293652e+00	4.146826e+00	4.146826e+00	-2.454165e-01	4.024446e+02	-4.026901e+02	4.025673e+02	-3.620054e-15	-2.763561e-15	7.366833e-18	-2.759877e-15	2.767244e-15
0.33          	8.341545e+00	4.170773e+00	4.170773e+00	-1.320074e-01	4.027613e+02	-4.028933e+02	4.028273e+02	-3.596426e-15	-2.709661e-15	7.322087e-18	-2.706000e-15	2.713322e-15
0.34          	8.310235e+00	4.155117e+00	4.155117e+00	-1.051794e-01	4.007915e+02	-4.008967e+02	4.008441e+02	-3.582356e-15	-2.672196e-15	7.285550e-18	-2.668553e-15	2.675839e-15
0.35          	8.259023e+00	4.129511e+00	4.129511e+00	-9.058157e-02	3.980806e+02	-3.981712e+02	3.981259e+02	-3.571003e-15	-2.638491e-15	7.250698e-18	-2.634866e-15	2.642117e-15
0.36          	8.138369e+00	4.069185e+00	4.069185e+00	-4.294004e-02	3.914585e+02	-3.915014e+02	3.914800e+02	-3.591663e-15	-2.626405e-15	7.239290e-18	-2.622786e-15	2.630025e-15
0.37          	8.154791e+00	4.077396e+00	4.077396e+00	3.038071e-02	3.909668e+02	-3.909364e+02	3.909516e+02	-3.567997e-15	-2.577564e-15	7.192967e-18	-2.573968e-15	2.581161e-15
0.38          	8.161242e+00	4.080621e+00	4.080621e+00	7.058947e-02	3.905761e+02	-3.905055e+02	3.905408e+02	-3.546393e-15	-2.529222e-15	7.148254e-18	-2.525648e-15	2.532796e-15
0.39          	8.145472e+00	4.072736e+00	4.072736e+00	4.378880e-02	3.902917e+02	-3.902479e+02	3.902698e+02	-3.525904e-15	-2.481347e-15	7.104331e-18	-2.477795e-15	2.484899e-15
0.4           	8.154952e+00	4.077476e+00	4.077476e+00	1.013275e-01	3.897435e+02	-3.896422e+02	3.896929e+02	-3.502260e-15	-2.429695e-15	7.050754e-18	-2.426170e-15	2.433220e-15
0.41          	8.170500e+00	4.085250e+00	4.085250e+00	1.729532e-01	3.892402e+02	-3.890673e+02	3.891537e+02	-3.481551e-15	-2.380361e-15	6.997295e-18	-2.376863e-15	2.383860e-15
0.42          	8.192678e+00	4.096339e+00	4.096339e+00	1.891699e-01	3.900249e+02	-3.898358e+02	3.899304e+02	-3.451306e-15	-2.328146e-15	6.935323e-18	-2.324679e-15	2.331614e-15
0.43          	8.196219e+00	4.098110e+00	4.098110e+00	1.613678e-01	3.906856e+02	-3.905242e+02	3.906049e+02	-3.430823e-15	-2.285929e-15	6.881852e-18	-2.282488e-15	2.289370e-15
0.44          	8.199426e+00	4.099713e+00	4.099713e+00	1.762897e-01	3.905827e+02	-3.904064e+02	3.904945e+02	-3.419938e-15	-2.249781e-15	6.830241e-18	-2.246366e-15	2.253197e-15
0.45          	8.193470e+00	4.096735e+00	4.096735e+00	1.742796e-01	3.903364e+02	-3.901621e+02	3.902493e+02	-3.413098e-15	-2.214448e-15	6.776263e-18	-2.211060e-15	2.217836e-15
0.46          	8.186682e+00	4.093341e+00	4.093341e+00	1.790194e-01	3.899322e+02	-3.897532e+02	3.898427e+02	-3.408101e-15	-2.179481e-15	6.719462e-18	-2.176121e-15	2.182841e-15
0.47          	8.195519e+00	4.097760e+00	4.097760e+00	2.020297e-01	3.899584e+02	-3.897564e+02	3.898574e+02	-3.407901e-15	-2.147960e-15	6.662249e-18	-2.144629e-15	2.151291e-15
0.48          	8.207798e+00	4.103899e+00	4.103899e+00	2.348386e-01	3.899785e+02	-3.897436e+02	3.898610e+02	-3.409855e-15	-2.117249e-15	6.603116e-18	-2.113947e-15	2.120550e-15
0.49          	8.231664e+00	4.115832e+00	4.115832e+00	2.619062e-01	3.906552e+02	-3.903933e+02	3.905243e+02	-3.416135e-15	-2.088731e-15	6.543331e-18	-2.085459e-15	2.092003e-15
0.5           	8.257686e+00	4.128843e+00	4.128843e+00	2.926673e-01	3.913709e+02	-3.910783e+02	3.912246e+02	-3.425794e-15	-2.062059e-15	6.482448e-18	-2.058818e-15	2.065300e-15
0.51          	8.285182e+00	4.142591e+00	4.142591e+00	3.268733e-01	3.920972e+02	-3.917704e+02	3.919338e+02	-3.438562e-15	-2.037096e-15	6.420723e-18	-2.033886e-15	2.040306e-15
0.52          	8.313964e+00	4.156982e+00	4.156982e+00	3.630765e-01	3.928503e+02	-3.924873e+02	3.926688e+02	-3.453725e-15	-2.013273e-15	6.358382e-18	-2.010094e-15	2.016452e-15
0.53          	8.343720e+00	4.171860e+00	4.171860e+00	3.741278e-01	3.940905e+02	-3.937163e+02	3.939034e+02	-3.465047e-15	-1.987083e-15	6.291933e-18	-1.983937e-15	1.990229e-15
0.54          	8.377551e+00	4.188776e+00	4.188776e+00	4.193531e-01	3.949283e+02	-3.945089e+02	3.947186e+02	-3.482714e-15	-1.963676e-15	6.229015e-18	-1.960562e-15	1.966791e-15
0.55          	8.419733e+00	4.209866e+00	4.209866e+00	4.564409e-01	3.963093e+02	-3.958529e+02	3.960811e+02	-3.498808e-15	-1.937782e-15	6.164637e-18	-1.934700e-15	1.940865e-15
0.56          	8.467662e+00	4.233831e+00	4.233831e+00	4.910040e-01	3.980105e+02	-3.975195e+02	3.977650e+02	-3.513294e-15	-1.909015e-15	6.098722e-18	-1.905966e-15	1.912065e-15
0.57          	8.518868e+00	4.259434e+00	4.259434e+00	5.021180e-01	4.002794e+02	-3.997773e+02	4.000283e+02	-3.523638e-15	-1.883573e-15	6.035047e-18	-1.880556e-15	1.886591e-15
0.58          	8.573352e+00	4.286676e+00	4.286676e+00	5.101140e-01	4.027603e+02	-4.022501e+02	4.025052e+02	-3.533854e-15	-1.856930e-15	5.968878e-18	-1.853945e-15	1.859914e-15
0.59          	8.632831e+00	4.316416e+00	4.316416e+00	4.989279e-01	4.058166e+02	-4.053177e+02	4.055671e+02	-3.539876e-15	-1.832279e-15	5.902356e-18	-1.829327e-15	1.835230e-15
0.6           	8.687851e+00	4.343925e+00	4.343925e+00	5.139566e-01	4.082002e+02	-4.076862e+02	4.079432e+02	-3.546314e-15	-1.799875e-15	5.832905e-18	-1.796958e-15	1.802791e-15
0.61          	8.741461e+00	4.370730e+00	4.370730e+00	5.342662e-01	4.104237e+02	-4.098894e+02	4.101566e+02	-3.550864e-15	-1.764762e-15	5.764733e-18	-1.761880e-15	1.767645e-15
0.62          	8.786604e+00	4.393302e+00	4.393302e+00	5.712156e-01	4.119496e+02	-4.113784e+02	4.116640e+02	-3.554260e-15	-1.726828e-15	5.697350e-18	-1.723979e-15	1.729676e-15
0.63          	8.829148e+00	4.414574e+00	4.414574e+00	5.414163e-01	4.145188e+02	-4.139774e+02	4.142481e+02	-3.550383e-15	-1.685710e-15	5.634959e-18	-1.682892e-15	1.688527e-15
0.64          	8.905829e+00	4.452914e+00	4.452914e+00	4.567054e-01	4.196875e+02	-4.192308e+02	4.194592e+02	-3.544085e-15	-1.624483e-15	5.573708e-18	-1.621696e-15	1.627269e-15
0.65          	8.914647e+00	4.457324e+00	4.457324e+00	4.538506e-01	4.201664e+02	-4.197125e+02	4.199394e+02	-3.519434e-15	-1.640555e-15	5.493025e-18	-1.637809e-15	1.643302e-15
0.66          	8.937792e+00	4.468896e+00	4.468896e+00	4.787877e-01	4.208464e+02	-4.203676e+02	4.206070e+02	-3.511156e-15	-1.605297e-15	5.453932e-18	-1.602570e-15	1.608024e-15
0.67          	8.969441e+00	4.484720e+00	4.484720e+00	4.961888e-01	4.220664e+02	-4.215703e+02	4.218183e+02	-3.501390e-15	-1.566358e-15	5.399579e-18	-1.563658e-15	1.569058e-15
0.68          	9.045083e+00	4.522541e+00	4.522541e+00	4.955562e-01	4.257137e+02	-4.252181e+02	4.254659e+02	-3.491744e-15	-1.528930e-15	5.321438e-18	-1.526269e-15	1.531591e-15
0.69          	9.137028e+00	4.568514e+00	4.568514e+00	4.908384e-01	4.302149e+02	-4.297241e+02	4.299695e+02	-3.479495e-15	-1.499164e-15	5.201325e-18	-1.496563e-15	1.501764e-15
0.7           	9.169762e+00	4.584881e+00	4.584881e+00	6.271303e-01	4.294062e+02	-4.287791e+02	4.290927e+02	-3.459608e-15	-1.430181e-15	5.249196e-18	-1.427556e-15	1.432805e-15
0.71          	9.195084e+00	4.597542e+00	4.597542e+00	7.214798e-01	4.289756e+02	-4.282541e+02	4.286149e+02	-3.470458e-15	-1.405101e-15	5.220266e-18	-1.402491e-15	1.407711e-15
0.72          	9.271943e+00	4.635972e+00	4.635972e+00	8.847383e-01	4.298127e+02	-4.289280e+02	4.293704e+02	-3.476080e-15	-1.369978e-15	5.175695e-18	-1.367390e-15	1.372566e-15
0.73          	9.378591e+00	4.689296e+00	4.689296e+00	9.726772e-01	4.333977e+02	-4.324250e+02	4.329114e+02	-3.463896e-15	-1.320112e-15	5.126656e-18	-1.317549e-15	1.322676e-15
0.74          	9.371502e+00	4.685751e+00	4.685751e+00	9.645821e-01	4.332040e+02	-4.322394e+02	4.327217e+02	-3.477597e-15	-1.319178e-15	5.105417e-18	-1.316625e-15	1.321731e-15
0.75          	9.405946e+00	4.702973e+00	4.702973e+00	9.294992e-01	4.354760e+02	-4.345465e+02	4.350113e+02	-3.497310e-15	-1.308915e-15	5.098971e-18	-1.306366e-15	1.311465e-15
0.76          	9.461441e+00	4.730721e+00	4.730721e+00	9.537110e-01	4.377209e+02	-4.367672e+02	4.372441e+02	-3.488649e-15	-1.286209e-15	5.067196e-18	-1.283676e-15	1.288743e-15
0.77          	9.505255e+00	4.752628e+00	4.752628e+00	9.994007e-01	4.390292e+02	-4.380298e+02	4.385295e+02	-3.484866e-15	-1.255207e-15	5.034204e-18	-1.252690e-15	1.257724e-15
0.78          	9.560737e+00	4.780369e+00	4.780369e+00	1.053471e+00	4.407509e+02	-4.396974e+02	4.402241e+02	-3.482812e-15	-1.224779e-15	5.002824e-18	-1.222277e-15	1.227280e-15
0.79          	9.610065e+00	4.805033e+00	4.805033e+00	1.116165e+00	4.420262e+02	-4.409100e+02	4.414681e+02	-3.482210e-15	-1.196134e-15	4.973327e-18	-1.193648e-15	1.198621e-15
0.8           	9.720186e+00	4.860093e+00	4.860093e+00	1.206983e+00	4.457274e+02	-4.445204e+02	4.451239e+02	-3.489424e-15	-1.165207e-15	4.943527e-18	-1.162735e-15	1.167678e-15
0.81          	9.774947e+00	4.887474e+00	4.887474e+00	1.257802e+00	4.474712e+02	-4.462134e+02	4.468423e+02	-3.506624e-15	-1.148321e-15	4.919945e-18	-1.145861e-15	1.150781e-15
0.82          	9.851466e+00	4.925733e+00	4.925733e+00	1.326838e+00	4.499406e+02	-4.486137e+02	4.492772e+02	-3.527986e-15	-1.132101e-15	4.898890e-18	-1.129651e-15	1.134550e-15
0.83          	9.886484e+00	4.943242e+00	4.943242e+00	1.406356e+00	4.502344e+02	-4.488281e+02	4.495312e+02	-3.535402e-15	-1.112481e-15	4.873016e-18	-1.110045e-15	1.114918e-15
0.84          	9.898582e+00	4.949291e+00	4.949291e+00	1.489864e+00	4.493582e+02	-4.478684e+02	4.486133e+02	-3.543894e-15	-1.096942e-15	4.846499e-18	-1.094519e-15	1.099366e-15
0.85          	9.903446e+00	4.951723e+00	4.951723e+00	1.540819e+00	4.487045e+02	-4.471636e+02	4.479340e+02	-3.552278e-15	-1.082721e-15	4.821525e-18	-1.080310e-15	1.085131e-15
0.86          	9.906082e+00	4.953041e+00	4.953041e+00	1.624710e+00	4.473673e+02	-4.457426e+02	4.465550e+02	-3.565209e-15	-1.065327e-15	4.795206e-18	-1.062930e-15	1.067725e-15
0.87          	9.931443e+00	4.965722e+00	4.965722e+00	1.608933e+00	4.488651e+02	-4.472562e+02	4.480607e+02	-3.573148e-15	-1.050972e-15	4.742935e-18	-1.048600e-15	1.053343e-15
0.88          	9.961344e+00	4.980672e+00	4.980672e+00	1.597380e+00	4.505069e+02	-4.489095e+02	4.497082e+02	-3.579862e-15	-1.025398e-15	4.663564e-18	-1.023066e-15	1.027730e-15
0.89          	9.871602e+00	4.935801e+00	4.935801e+00	1.638419e+00	4.454854e+02	-4.438469e+02	4.446662e+02	-3.566097e-15	-1.048129e-15	4.566227e-18	-1.045846e-15	1.050412e-15
0.9           	9.913310e+00	4.956655e+00	4.956655e+00	1.668120e+00	4.469717e+02	-4.453036e+02	4.461376e+02	-3.575560e-15	-1.055050e-15	4.599487e-18	-1.052750e-15	1.057350e-15
0.91          	9.896329e+00	4.948165e+00	4.948165e+00	1.744173e+00	4.448297e+02	-4.430855e+02	4.439576e+02	-3.580700e-15	-1.045007e-15	4.575494e-18	-1.042719e-15	1.047294e-15
0.92          	9.852959e+00	4.926480e+00	4.926480e+00	1.793639e+00	4.418861e+02	-4.400924e+02	4.409892e+02	-3.582363e-15	-1.043389e-15	4.533649e-18	-1.041122e-15	1.045656e-15
0.93          	9.810235e+00	4.905117e+00	4.905117e+00	1.840206e+00	4.390240e+02	-4.371838e+02	4.381039e+02	-3.584509e-15	-1.043814e-15	4.485735e-18	-1.041571e-15	1.046057e-15
0.94          	9.794358e+00	4.897179e+00	4.897179e+00	1.852475e+00	4.380507e+02	-4.361982e+02	4.371244e+02	-3.600702e-15	-1.056068e-15	4.462273e-18	-1.053836e-15	1.058299e-15
0.95          	9.775352e+00	4.887676e+00	4.887676e+00	1.851609e+00	4.371567e+02	-4.353051e+02	4.362309e+02	-3.616633e-15	-1.070073e-15	4.439204e-18	-1.067854e-15	1.072293e-15
0.96          	9.733322e+00	4.866661e+00	4.866661e+00	1.852955e+00	4.351186e+02	-4.332657e+02	4.341921e+02	-3.622042e-15	-1.078295e-15	4.400021e-18	-1.076095e-15	1.080495e-15
0.97          	9.685564e+00	4.842782e+00	4.842782e+00	1.864674e+00	4.326238e+02	-4.307591e+02	4.316915e+02	-3.623098e-15	-1.081647e-15	4.355510e-18	-1.079469e-15	1.083825e-15
0.98          	9.641349e+00	4.820674e+00	4.820674e+00	1.863479e+00	4.305248e+02	-4.286613e+02	4.295931e+02	-3.624190e-15	-1.086908e-15	4.310175e-18	-1.084752e-15	1.089063e-15
0.99          	9.607733e+00	4.803866e+00	4.803866e+00	1.864461e+00	4.288962e+02	-4.270317e+02	4.279640e+02	-3.625844e-15	-1.091523e-15	4.263934e-18	-1.089391e-15	1.093655e-15
1             	9.561259e+00	4.780629e+00	4.780629e+00	1.836936e+00	4.271491e+02	-4.253121e+02	4.262306e+02	-3.623113e-15	-1.097675e-15	4.216493e-18	-1.095567e-15	1.099783e-15
1.01          	9.523898e+00	4.761949e+00	4.761949e+00	1.811536e+00	4.258020e+02	-4.239905e+02	4.248962e+02	-3.618057e-15	-1.101051e-15	4.167633e-18	-1.098967e-15	1.103135e-15
1.02          	9.492019e+00	4.746010e+00	4.746010e+00	1.804801e+00	4.243912e+02	-4.225864e+02	4.234888e+02	-3.622848e-15	-1.106348e-15	4.128070e-18	-1.104284e-15	1.108412e-15
1.03          	9.477755e+00	4.738878e+00	4.738878e+00	1.760642e+00	4.244806e+02	-4.227199e+02	4.236003e+02	-3.629731e-15	-1.114176e-15	4.087700e-18	-1.112133e-15	1.116220e-15
1.04          	9.490377e+00	4.745189e+00	4.745189e+00	1.684848e+00	4.264140e+02	-4.247291e+02	4.255715e+02	-3.632461e-15	-1.111462e-15	4.048625e-18	-1.109438e-15	1.113487e-15
1.05          	9.461523e+00	4.730761e+00	4.730761e+00	1.662648e+00	4.254184e+02	-4.237558e+02	4.245871e+02	-3.635958e-15	-1.127326e-15	3.998712e-18	-1.125326e-15	1.129325e-15
1.06          	9.430300e+00	4.715150e+00	4.715150e+00	1.619846e+00	4.246696e+02	-4.230497e+02	4.238596e+02	-3.630990e-15	-1.137433e-15	3.952612e-18	-1.135456e-15	1.139409e-15
1.07          	9.438959e+00	4.719479e+00	4.719479e+00	1.561776e+00	4.261021e+02	-4.245403e+02	4.253212e+02	-3.626028e-15	-1.134858e-15	3.905456e-18	-1.132906e-15	1.136811e-15
1.08          	9.458656e+00	4.729328e+00	4.729328e+00	1.502857e+00	4.280792e+02	-4.265763e+02	4.273277e+02	-3.617760e-15	-1.128604e-15	3.858421e-18	-1.126674e-15	1.130533e-15
1.09          	9.496304e+00	4.748152e+00	4.748152e+00	1.466255e+00	4.305272e+02	-4.290610e+02	4.297941e+02	-3.609635e-15	-1.121832e-15	3.804021e-18	-1.119930e-15	1.123734e-15
1.1           	9.551359e+00	4.775680e+00	4.775680e+00	1.399717e+00	4.343346e+02	-4.329349e+02	4.336347e+02	-3.601225e-15	-1.108626e-15	3.753908e-18	-1.106749e-15	1.110503e-15
1.11          	9.605024e+00	4.802512e+00	4.802512e+00	1.318132e+00	4.383385e+02	-4.370203e+02	4.376794e+02	-3.589152e-15	-1.094601e-15	3.708713e-18	-1.092747e-15	1.096456e-15
1.12          	9.701636e+00	4.850818e+00	4.850818e+00	1.167805e+00	4.456067e+02	-4.444389e+02	4.450228e+02	-3.571513e-15	-1.082616e-15	3.671774e-18	-1.080781e-15	1.084452e-15
1.13          	9.767622e+00	4.883811e+00	4.883811e+00	1.098215e+00	4.499919e+02	-4.488937e+02	4.494428e+02	-3.559051e-15	-1.069258e-15	3.633871e-18	-1.067441e-15	1.071075e-15
1.14          	9.845479e+00	4.922739e+00	4.922739e+00	1.053914e+00	4.545043e+02	-4.534504e+02	4.539774e+02	-3.553153e-15	-1.054755e-15	3.598989e-18	-1.052956e-15	1.056555e-15
1.15          	9.868939e+00	4.934470e+00	4.934470e+00	1.026856e+00	4.561039e+02	-4.550770e+02	4.555905e+02	-3.543871e-15	-1.049264e-15	3.569125e-18	-1.047479e-15	1.051048e-15
1.16          	9.905691e+00	4.952845e+00	4.952845e+00	9.615361e-01	4.590109e+02	-4.580494e+02	4.585301e+02	-3.529131e-15	-1.036998e-15	3.535368e-18	-1.035231e-15	1.038766e-15
1.17          	9.993553e+00	4.996777e+00	4.996777e+00	8.794674e-01	4.646643e+02	-4.637849e+02	4.642246e+02	-3.517083e-15	-1.018436e-15	3.503799e-18	-1.016684e-15	1.020188e-15
1.18          	1.007138e+01	5.035688e+00	5.035688e+00	8.049303e-01	4.697040e+02	-4.688991e+02	4.693015e+02	-3.504827e-15	-9.986337e-16	3.475194e-18	-9.968961e-16	1.000371e-15
1.19          	1.013256e+01	5.066282e+00	5.066282e+00	7.463143e-01	4.736666e+02	-4.729203e+02	4.732935e+02	-3.494277e-15	-9.780598e-16	3.443636e-18	-9.763380e-16	9.797816e-16
1.2           	1.020095e+01	5.100476e+00	5.100476e+00	6.718245e-01	4.782525e+02	-4.775807e+02	4.779166e+02	-3.482898e-15	-9.577108e-16	3.414096e-18	-9.560038e-16	9.594179e-16
1.21          	1.028213e+01	5.141066e+00	5.141066e+00	6.024214e-01	4.833634e+02	-4.827610e+02	4.830622e+02	-3.469958e-15	-9.343478e-16	3.385237e-18	-9.326552e-16	9.360404e-16
1.22          	1.043260e+01	5.216300e+00	5.216300e+00	5.335518e-01	4.917908e+02	-4.912573e+02	4.915240e+02	-3.448882e-15	-9.000439e-16	3.360993e-18	-8.983634e-16	9.017244e-16
1.23          	1.052453e+01	5.262265e+00	5.262265e+00	5.287323e-01	4.962874e+02	-4.957587e+02	4.960231e+02	-3.435521e-15	-8.702762e-16	3.333382e-18	-8.686095e-16	8.719429e-16
1.24          	1.060016e+01	5.300081e+00	5.300081e+00	5.451488e-01	4.996300e+02	-4.990849e+02	4.993575e+02	-3.427097e-15	-8.435326e-16	3.303595e-18	-8.418808e-16	8.451844e-16
1.25          	1.073757e+01	5.368783e+00	5.368783e+00	5.462272e-01	5.062061e+02	-5.056599e+02	5.059330e+02	-3.407588e-15	-8.048188e-16	3.280973e-18	-8.031783e-16	8.064593e-16
