# Force and moment coefficients
# dragDir     : (1.000000e+00 0.000000e+00 0.000000e+00)
# sideDir     : (0.000000e+00 0.000000e+00 -1.000000e+00)
# liftDir     : (0.000000e+00 1.000000e+00 0.000000e+00)
# rollAxis    : (1.000000e+00 0.000000e+00 0.000000e+00)
# pitchAxis   : (0.000000e+00 0.000000e+00 -1.000000e+00)
# yawAxis     : (0.000000e+00 1.000000e+00 0.000000e+00)
# magUInf     : 2.000000e-01
# lRef        : 1.000000e-01
# Aref        : 1.000000e-02
# CofR        : (2.000000e-01 2.000000e-01 5.000000e-02)
#
# Time        	Cd            	Cd(f)         	Cd(r)         	Cl            	Cl(f)         	Cl(r)         	CmPitch       	CmRoll        	CmYaw         	Cs            	Cs(f)         	Cs(r)         
10.885        	5.295634e+01	1.255429e+02	-7.258656e+01	-9.906473e+00	-5.096235e+00	-4.810238e+00	-1.429985e-01	9.906473e+01	5.295634e+02	-7.315286e-18	5.295634e+02	-5.295634e+02
10.89         	5.298720e+01	1.313053e+02	-7.831812e+01	-1.048117e+01	-5.380813e+00	-5.100359e+00	-1.402272e-01	1.048117e+02	5.298720e+02	-7.339502e-18	5.298720e+02	-5.298720e+02
10.895        	5.302115e+01	1.365713e+02	-8.355013e+01	-1.100607e+01	-5.639833e+00	-5.366238e+00	-1.367973e-01	1.100607e+02	5.302115e+02	-7.364375e-18	5.302115e+02	-5.302115e+02
10.9          	5.305904e+01	1.412994e+02	-8.824032e+01	-1.147698e+01	-5.871210e+00	-5.605774e+00	-1.327177e-01	1.147698e+02	5.305904e+02	-7.389830e-18	5.305904e+02	-5.305904e+02
10.905        	5.309805e+01	1.454914e+02	-9.239339e+01	-1.189424e+01	-6.075138e+00	-5.819103e+00	-1.280174e-01	1.189424e+02	5.309805e+02	-7.415579e-18	5.309805e+02	-5.309805e+02
10.91         	5.313892e+01	1.491096e+02	-9.597067e+01	-1.225401e+01	-6.249708e+00	-6.004305e+00	-1.227012e-01	1.225401e+02	5.313892e+02	-7.441014e-18	5.313892e+02	-5.313892e+02
10.915        	5.318052e+01	1.521375e+02	-9.895698e+01	-1.255472e+01	-6.394168e+00	-6.160555e+00	-1.168064e-01	1.255472e+02	5.318052e+02	-7.466147e-18	5.318052e+02	-5.318052e+02
10.92         	5.322110e+01	1.545570e+02	-1.013359e+02	-1.279465e+01	-6.507686e+00	-6.286960e+00	-1.103630e-01	1.279465e+02	5.322110e+02	-7.490485e-18	5.322110e+02	-5.322110e+02
10.925        	5.326138e+01	1.563663e+02	-1.031049e+02	-1.297356e+01	-6.590182e+00	-6.383379e+00	-1.034017e-01	1.297356e+02	5.326138e+02	-7.514136e-18	5.326138e+02	-5.326138e+02
10.93         	5.329980e+01	1.575552e+02	-1.042554e+02	-1.309053e+01	-6.641224e+00	-6.449306e+00	-9.595908e-02	1.309053e+02	5.329980e+02	-7.536573e-18	5.329980e+02	-5.329980e+02
10.935        	5.333562e+01	1.581131e+02	-1.047775e+02	-1.314453e+01	-6.660335e+00	-6.484193e+00	-8.807100e-02	1.314453e+02	5.333562e+02	-7.557743e-18	5.333562e+02	-5.333562e+02
10.94         	5.336842e+01	1.580331e+02	-1.046647e+02	-1.313489e+01	-6.647225e+00	-6.487664e+00	-7.978020e-02	1.313489e+02	5.336842e+02	-7.577299e-18	5.336842e+02	-5.336842e+02
10.945        	5.339718e+01	1.573282e+02	-1.039310e+02	-1.306296e+01	-6.602603e+00	-6.460359e+00	-7.112224e-02	1.306296e+02	5.339718e+02	-7.595138e-18	5.339718e+02	-5.339718e+02
10.95         	5.342156e+01	1.559984e+02	-1.025768e+02	-1.292876e+01	-6.526524e+00	-6.402236e+00	-6.214402e-02	1.292876e+02	5.342156e+02	-7.611325e-18	5.342156e+02	-5.342156e+02
10.955        	5.344113e+01	1.540433e+02	-1.006022e+02	-1.273227e+01	-6.419026e+00	-6.313246e+00	-5.289023e-02	1.273227e+02	5.344113e+02	-7.625572e-18	5.344113e+02	-5.344113e+02
10.96         	5.345601e+01	1.514902e+02	-9.803414e+01	-1.247621e+01	-6.281516e+00	-6.194699e+00	-4.340864e-02	1.247621e+02	5.345601e+02	-7.637652e-18	5.345601e+02	-5.345601e+02
10.965        	5.346435e+01	1.483332e+02	-9.486885e+01	-1.216010e+01	-6.113795e+00	-6.046308e+00	-3.374355e-02	1.216010e+02	5.346435e+02	-7.647459e-18	5.346435e+02	-5.346435e+02
10.97         	5.346743e+01	1.446039e+02	-9.113648e+01	-1.178702e+01	-5.917455e+00	-5.869565e+00	-2.394456e-02	1.178702e+02	5.346743e+02	-7.655166e-18	5.346743e+02	-5.346743e+02
10.975        	5.346530e+01	1.403092e+02	-8.684390e+01	-1.135765e+01	-5.692888e+00	-5.664767e+00	-1.406013e-02	1.135765e+02	5.346530e+02	-7.660740e-18	5.346530e+02	-5.346530e+02
10.98         	5.345628e+01	1.354758e+02	-8.201950e+01	-1.087476e+01	-5.441526e+00	-5.433238e+00	-4.144275e-03	1.087476e+02	5.345628e+02	-7.663956e-18	5.345628e+02	-5.345628e+02
10.985        	5.344186e+01	1.301304e+02	-7.668858e+01	-1.034095e+01	-5.164719e+00	-5.176232e+00	5.756320e-03	1.034095e+02	5.344186e+02	-7.665040e-18	5.344186e+02	-5.344186e+02
10.99         	5.342300e+01	1.242971e+02	-7.087414e+01	-9.758564e+00	-4.863680e+00	-4.894884e+00	1.560158e-02	9.758564e+01	5.342300e+02	-7.663899e-18	5.342300e+02	-5.342300e+02
10.995        	5.339860e+01	1.180011e+02	-6.460246e+01	-9.130176e+00	-4.539749e+00	-4.590427e+00	2.533925e-02	9.130176e+01	5.339860e+02	-7.660405e-18	5.339860e+02	-5.339860e+02
11            	5.337006e+01	1.112705e+02	-5.790043e+01	-8.458546e+00	-4.194350e+00	-4.264196e+00	3.492316e-02	8.458546e+01	5.337006e+02	-7.655000e-18	5.337006e+02	-5.337006e+02
11.005        	5.333742e+01	1.041419e+02	-5.080444e+01	-7.747315e+00	-3.829352e+00	-3.917963e+00	4.430547e-02	7.747315e+01	5.333742e+02	-7.647619e-18	5.333742e+02	-5.333742e+02
11.01         	5.330223e+01	9.664313e+01	-4.334090e+01	-6.999202e+00	-3.446157e+00	-3.553044e+00	5.344362e-02	6.999202e+01	5.330223e+02	-7.638552e-18	5.330223e+02	-5.330223e+02
11.015        	5.326408e+01	8.881886e+01	-3.555478e+01	-6.218682e+00	-3.047050e+00	-3.171632e+00	6.229128e-02	6.218682e+01	5.326408e+02	-7.627702e-18	5.326408e+02	-5.326408e+02
11.02         	5.322427e+01	8.070161e+01	-2.747734e+01	-5.408947e+00	-2.633659e+00	-2.775289e+00	7.081502e-02	5.408947e+01	5.322427e+02	-7.615152e-18	5.322427e+02	-5.322427e+02
11.025        	5.318335e+01	7.232794e+01	-1.914459e+01	-4.573626e+00	-2.207844e+00	-2.365782e+00	7.896915e-02	4.573626e+01	5.318335e+02	-7.601628e-18	5.318335e+02	-5.318335e+02
11.03         	5.314184e+01	6.374200e+01	-1.060016e+01	-3.717108e+00	-1.771845e+00	-1.945263e+00	8.670889e-02	3.717108e+01	5.314184e+02	-7.586796e-18	5.314184e+02	-5.314184e+02
11.035        	5.310141e+01	5.497846e+01	-1.877052e+00	-2.842776e+00	-1.327383e+00	-1.515392e+00	9.400454e-02	2.842776e+01	5.310141e+02	-7.570670e-18	5.310141e+02	-5.310141e+02
11.04         	5.306294e+01	4.608510e+01	6.977844e+00	-1.955363e+00	-8.768598e-01	-1.078503e+00	1.008215e-01	1.955363e+01	5.306294e+02	-7.554233e-18	5.306294e+02	-5.306294e+02
11.045        	5.302592e+01	3.710318e+01	1.592274e+01	-1.059022e+00	-4.223873e-01	-6.366351e-01	1.071239e-01	1.059022e+01	5.302592e+02	-7.536107e-18	5.302592e+02	-5.302592e+02
11.05         	5.299221e+01	2.807926e+01	2.491295e+01	-1.583159e-01	3.372770e-02	-1.920436e-01	1.128857e-01	1.583159e+00	5.299221e+02	-7.519274e-18	5.299221e+02	-5.299221e+02
11.055        	5.296168e+01	1.905052e+01	3.391115e+01	7.430315e-01	4.895958e-01	2.534357e-01	1.180801e-01	-7.430315e+00	5.296168e+02	-7.501001e-18	5.296168e+02	-5.296168e+02
11.06         	5.293588e+01	1.006405e+01	4.287183e+01	1.640389e+00	9.428740e-01	6.975151e-01	1.226795e-01	-1.640389e+01	5.293588e+02	-7.482017e-18	5.293588e+02	-5.293588e+02
11.065        	5.291449e+01	1.168315e+00	5.174617e+01	2.528893e+00	1.391107e+00	1.137786e+00	1.266602e-01	-2.528893e+01	5.291449e+02	-7.465153e-18	5.291449e+02	-5.291449e+02
11.07         	5.289839e+01	-7.595091e+00	6.049348e+01	3.404429e+00	1.832218e+00	1.572210e+00	1.300041e-01	-3.404429e+01	5.289839e+02	-7.447181e-18	5.289839e+02	-5.289839e+02
11.075        	5.288751e+01	-1.619185e+01	6.907935e+01	4.263560e+00	2.264477e+00	1.999082e+00	1.326976e-01	-4.263560e+01	5.288751e+02	-7.429049e-18	5.288751e+02	-5.288751e+02
11.08         	5.288277e+01	-2.457218e+01	7.745495e+01	5.101356e+00	2.685404e+00	2.415952e+00	1.347259e-01	-5.101356e+01	5.288277e+02	-7.413373e-18	5.288277e+02	-5.288277e+02
11.085        	5.288239e+01	-3.267716e+01	8.555955e+01	5.911836e+00	3.091987e+00	2.819848e+00	1.360696e-01	-5.911836e+01	5.288239e+02	-7.397545e-18	5.288239e+02	-5.288239e+02
11.09         	5.288929e+01	-4.049341e+01	9.338270e+01	6.693805e+00	3.483631e+00	3.210175e+00	1.367280e-01	-6.693805e+01	5.288929e+02	-7.382416e-18	5.288929e+02	-5.288929e+02
11.095        	5.290216e+01	-4.796734e+01	1.008695e+02	7.441843e+00	3.857616e+00	3.584226e+00	1.366950e-01	-7.441843e+01	5.290216e+02	-7.368199e-18	5.290216e+02	-5.290216e+02
11.1          	5.291936e+01	-5.506978e+01	1.079891e+02	8.152946e+00	4.212442e+00	3.940504e+00	1.359687e-01	-8.152946e+01	5.291936e+02	-7.354916e-18	5.291936e+02	-5.291936e+02
11.105        	5.294186e+01	-6.175723e+01	1.146991e+02	8.822816e+00	4.545955e+00	4.276861e+00	1.345468e-01	-8.822816e+01	5.294186e+02	-7.342593e-18	5.294186e+02	-5.294186e+02
11.11         	5.296869e+01	-6.798351e+01	1.209522e+02	9.446786e+00	4.855837e+00	4.590948e+00	1.324446e-01	-9.446786e+01	5.296869e+02	-7.331732e-18	5.296869e+02	-5.296869e+02
11.115        	5.300032e+01	-7.374503e+01	1.267454e+02	1.002452e+01	5.141927e+00	4.882592e+00	1.296676e-01	-1.002452e+02	5.300032e+02	-7.321774e-18	5.300032e+02	-5.300032e+02
11.12         	5.303483e+01	-7.899588e+01	1.320307e+02	1.055133e+01	5.401895e+00	5.149435e+00	1.262301e-01	-1.055133e+02	5.303483e+02	-7.312680e-18	5.303483e+02	-5.303483e+02
11.125        	5.307261e+01	-8.371202e+01	1.367846e+02	1.102483e+01	5.634556e+00	5.390276e+00	1.221403e-01	-1.102483e+02	5.307261e+02	-7.304833e-18	5.307261e+02	-5.307261e+02
11.13         	5.311196e+01	-8.786847e+01	1.409804e+02	1.144245e+01	5.838648e+00	5.603797e+00	1.174254e-01	-1.144245e+02	5.311196e+02	-7.297453e-18	5.311196e+02	-5.311196e+02
11.135        	5.315340e+01	-9.145840e+01	1.446118e+02	1.180351e+01	6.013866e+00	5.789644e+00	1.121114e-01	-1.180351e+02	5.315340e+02	-7.291112e-18	5.315340e+02	-5.315340e+02
11.14         	5.319506e+01	-9.444425e+01	1.476393e+02	1.210418e+01	6.158310e+00	5.945868e+00	1.062210e-01	-1.210418e+02	5.319506e+02	-7.285467e-18	5.319506e+02	-5.319506e+02
11.145        	5.323546e+01	-9.682730e+01	1.500628e+02	1.234450e+01	6.272036e+00	6.072468e+00	9.978414e-02	-1.234450e+02	5.323546e+02	-7.280155e-18	5.323546e+02	-5.323546e+02
11.15         	5.327507e+01	-9.859065e+01	1.518657e+02	1.252282e+01	6.354242e+00	6.168576e+00	9.283327e-02	-1.252282e+02	5.327507e+02	-7.275388e-18	5.327507e+02	-5.327507e+02
11.155        	5.331360e+01	-9.972741e+01	1.530410e+02	1.263842e+01	6.404612e+00	6.233809e+00	8.540160e-02	-1.263842e+02	5.331360e+02	-7.271161e-18	5.331360e+02	-5.331360e+02
11.16         	5.334893e+01	-1.002320e+02	1.535810e+02	1.269065e+01	6.422858e+00	6.267793e+00	7.753240e-02	-1.269065e+02	5.334893e+02	-7.266936e-18	5.334893e+02	-5.334893e+02
11.165        	5.338032e+01	-1.001108e+02	1.534911e+02	1.268010e+01	6.409307e+00	6.270790e+00	6.925856e-02	-1.268010e+02	5.338032e+02	-7.262608e-18	5.338032e+02	-5.338032e+02
11.17         	5.340872e+01	-9.935504e+01	1.527638e+02	1.260594e+01	6.363593e+00	6.242347e+00	6.062255e-02	-1.260594e+02	5.340872e+02	-7.258679e-18	5.340872e+02	-5.340872e+02
11.175        	5.343246e+01	-9.797646e+01	1.514089e+02	1.246927e+01	6.286305e+00	6.182965e+00	5.167016e-02	-1.246927e+02	5.343246e+02	-7.254108e-18	5.343246e+02	-5.343246e+02
11.18         	5.345107e+01	-9.598697e+01	1.494380e+02	1.227125e+01	6.178067e+00	6.093183e+00	4.244185e-02	-1.227125e+02	5.345107e+02	-7.249198e-18	5.345107e+02	-5.345107e+02
11.185        	5.346377e+01	-9.339104e+01	1.468548e+02	1.201229e+01	6.039130e+00	5.973162e+00	3.298428e-02	-1.201229e+02	5.346377e+02	-7.244070e-18	5.346377e+02	-5.346377e+02
11.19         	5.347128e+01	-9.020811e+01	1.436794e+02	1.169437e+01	5.870532e+00	5.823842e+00	2.334525e-02	-1.169437e+02	5.347128e+02	-7.238671e-18	5.347128e+02	-5.347128e+02
11.195        	5.347260e+01	-8.644927e+01	1.399219e+02	1.131856e+01	5.672853e+00	5.645703e+00	1.357483e-02	-1.131856e+02	5.347260e+02	-7.232812e-18	5.347260e+02	-5.347260e+02
11.2          	5.346885e+01	-8.213403e+01	1.356029e+02	1.088685e+01	5.447142e+00	5.439704e+00	3.719268e-03	-1.088685e+02	5.346885e+02	-7.226782e-18	5.346885e+02	-5.346885e+02
11.205        	5.345909e+01	-7.728876e+01	1.307479e+02	1.040183e+01	5.194743e+00	5.207087e+00	-6.172042e-03	-1.040183e+02	5.345909e+02	-7.220201e-18	5.345909e+02	-5.345909e+02
11.21         	5.344369e+01	-7.193637e+01	1.253801e+02	9.865821e+00	4.916856e+00	4.948965e+00	-1.605479e-02	-9.865821e+01	5.344369e+02	-7.213232e-18	5.344369e+02	-5.344369e+02
11.215        	5.342332e+01	-6.609623e+01	1.195195e+02	9.280789e+00	4.614515e+00	4.666273e+00	-2.587907e-02	-9.280789e+01	5.342332e+02	-7.205981e-18	5.342332e+02	-5.342332e+02
11.22         	5.339850e+01	-5.980782e+01	1.132063e+02	8.650707e+00	4.289756e+00	4.360952e+00	-3.559795e-02	-8.650707e+01	5.339850e+02	-7.198758e-18	5.339850e+02	-5.339850e+02
11.225        	5.336874e+01	-5.309729e+01	1.064660e+02	7.978166e+00	3.943920e+00	4.034247e+00	-4.516341e-02	-7.978166e+01	5.336874e+02	-7.191187e-18	5.336874e+02	-5.336874e+02
11.23         	5.333527e+01	-4.599004e+01	9.932531e+01	7.265768e+00	3.578352e+00	3.687416e+00	-5.453205e-02	-7.265768e+01	5.333527e+02	-7.183636e-18	5.333527e+02	-5.333527e+02
11.235        	5.329867e+01	-3.852546e+01	9.182412e+01	6.517479e+00	3.195081e+00	3.322398e+00	-6.365879e-02	-6.517479e+01	5.329867e+02	-7.176339e-18	5.329867e+02	-5.329867e+02
11.24         	5.325988e+01	-3.073440e+01	8.399429e+01	5.736435e+00	2.795716e+00	2.940719e+00	-7.250162e-02	-5.736435e+01	5.325988e+02	-7.169452e-18	5.325988e+02	-5.325988e+02
11.245        	5.321927e+01	-2.265871e+01	7.587798e+01	4.926834e+00	2.382392e+00	2.544442e+00	-8.102480e-02	-4.926834e+01	5.321927e+02	-7.163501e-18	5.321927e+02	-5.321927e+02
11.25         	5.317743e+01	-1.433804e+01	6.751547e+01	4.092675e+00	1.957166e+00	2.135509e+00	-8.917127e-02	-4.092675e+01	5.317743e+02	-7.157512e-18	5.317743e+02	-5.317743e+02
11.255        	5.313565e+01	-5.796353e+00	5.893200e+01	3.236418e+00	1.521297e+00	1.715121e+00	-9.691236e-02	-3.236418e+01	5.313565e+02	-7.152793e-18	5.313565e+02	-5.313565e+02
11.26         	5.309505e+01	2.908167e+00	5.018688e+01	2.363936e+00	1.077757e+00	1.286179e+00	-1.042113e-01	-2.363936e+01	5.309505e+02	-7.149383e-18	5.309505e+02	-5.309505e+02
11.265        	5.305510e+01	1.173729e+01	4.131781e+01	1.479026e+00	6.284763e-01	8.505502e-01	-1.110370e-01	-1.479026e+01	5.305510e+02	-7.147098e-18	5.305510e+02	-5.305510e+02
11.27         	5.301802e+01	2.066466e+01	3.235336e+01	5.844352e-01	1.748606e-01	4.095746e-01	-1.173570e-01	-5.844352e+00	5.301802e+02	-7.146407e-18	5.301802e+02	-5.301802e+02
11.275        	5.298427e+01	2.963082e+01	2.335345e+01	-3.138687e-01	-2.800718e-01	-3.379695e-02	-1.231374e-01	3.138687e+00	5.298427e+02	-7.147461e-18	5.298427e+02	-5.298427e+02
11.28         	5.295287e+01	3.859891e+01	1.435395e+01	-1.212248e+00	-7.344772e-01	-4.777709e-01	-1.283532e-01	1.212248e+01	5.295287e+02	-7.150809e-18	5.295287e+02	-5.295287e+02
11.285        	5.292723e+01	4.753185e+01	5.395383e+00	-2.106823e+00	-1.186386e+00	-9.204368e-01	-1.329748e-01	2.106823e+01	5.292723e+02	-7.156151e-18	5.292723e+02	-5.292723e+02
11.29         	5.290525e+01	5.637482e+01	-3.469575e+00	-2.992220e+00	-1.633092e+00	-1.359128e+00	-1.369822e-01	2.992220e+01	5.290525e+02	-7.163180e-18	5.290525e+02	-5.290525e+02
11.295        	5.288833e+01	6.509664e+01	-1.220831e+01	-3.865248e+00	-2.072980e+00	-1.792267e+00	-1.403566e-01	3.865248e+01	5.288833e+02	-7.172205e-18	5.288833e+02	-5.288833e+02
11.3          	5.287729e+01	7.364118e+01	-2.076389e+01	-4.720253e+00	-2.503209e+00	-2.217044e+00	-1.430827e-01	4.720253e+01	5.287729e+02	-7.183461e-18	5.287729e+02	-5.287729e+02
11.305        	5.287230e+01	8.197586e+01	-2.910355e+01	-5.553971e+00	-2.922127e+00	-2.631843e+00	-1.451420e-01	5.553971e+01	5.287230e+02	-7.196871e-18	5.287230e+02	-5.287230e+02
11.31         	5.287137e+01	9.006273e+01	-3.719135e+01	-6.362704e+00	-3.327875e+00	-3.034829e+00	-1.465228e-01	6.362704e+01	5.287137e+02	-7.211863e-18	5.287137e+02	-5.287137e+02
11.315        	5.287775e+01	9.785387e+01	-4.497612e+01	-7.141500e+00	-3.717964e+00	-3.423535e+00	-1.472145e-01	7.141500e+01	5.287775e+02	-7.229356e-18	5.287775e+02	-5.287775e+02
11.32         	5.288974e+01	1.053184e+02	-5.242863e+01	-7.887350e+00	-4.090895e+00	-3.796455e+00	-1.472197e-01	7.887350e+01	5.288974e+02	-7.248464e-18	5.288974e+02	-5.288974e+02
11.325        	5.290616e+01	1.124020e+02	-5.949583e+01	-8.594891e+00	-4.443968e+00	-4.150922e+00	-1.465232e-01	8.594891e+01	5.290616e+02	-7.268690e-18	5.290616e+02	-5.290616e+02
11.33         	5.292842e+01	1.190912e+02	-6.616278e+01	-9.262699e+00	-4.776494e+00	-4.486205e+00	-1.451446e-01	9.262699e+01	5.292842e+02	-7.290784e-18	5.292842e+02	-5.292842e+02
11.335        	5.295544e+01	1.253459e+02	-7.239046e+01	-9.886818e+00	-5.086489e+00	-4.800330e+00	-1.430795e-01	9.886818e+01	5.295544e+02	-7.314511e-18	5.295544e+02	-5.295544e+02
11.34         	5.298612e+01	1.311238e+02	-7.813766e+01	-1.046307e+01	-5.371866e+00	-5.091206e+00	-1.403300e-01	1.046307e+02	5.298612e+02	-7.338675e-18	5.298612e+02	-5.298612e+02
11.345        	5.302000e+01	1.364076e+02	-8.338756e+01	-1.098976e+01	-5.631799e+00	-5.357958e+00	-1.369207e-01	1.098976e+02	5.302000e+02	-7.363552e-18	5.302000e+02	-5.302000e+02
11.35         	5.305779e+01	1.411535e+02	-8.809567e+01	-1.146246e+01	-5.864090e+00	-5.598366e+00	-1.328624e-01	1.146246e+02	5.305779e+02	-7.389001e-18	5.305779e+02	-5.305779e+02
11.355        	5.309675e+01	1.453631e+02	-9.226634e+01	-1.188147e+01	-6.068917e+00	-5.812554e+00	-1.281817e-01	1.188147e+02	5.309675e+02	-7.414729e-18	5.309675e+02	-5.309675e+02
11.36         	5.313757e+01	1.490006e+02	-9.586302e+01	-1.224318e+01	-6.244476e+00	-5.998705e+00	-1.228854e-01	1.224318e+02	5.313757e+02	-7.440177e-18	5.313757e+02	-5.313757e+02
11.365        	5.317918e+01	1.520475e+02	-9.886831e+01	-1.254579e+01	-6.389904e+00	-6.155885e+00	-1.170094e-01	1.254579e+02	5.317918e+02	-7.465319e-18	5.317918e+02	-5.317918e+02
11.37         	5.321970e+01	1.544876e+02	-1.012679e+02	-1.278777e+01	-6.504470e+00	-6.283304e+00	-1.105831e-01	1.278777e+02	5.321970e+02	-7.489684e-18	5.321970e+02	-5.321970e+02
11.375        	5.326013e+01	1.563176e+02	-1.030575e+02	-1.296875e+01	-6.588015e+00	-6.380738e+00	-1.036387e-01	1.296875e+02	5.326013e+02	-7.513384e-18	5.326013e+02	-5.326013e+02
11.38         	5.329861e+01	1.575266e+02	-1.042280e+02	-1.308773e+01	-6.640078e+00	-6.447655e+00	-9.621144e-02	1.308773e+02	5.329861e+02	-7.535859e-18	5.329861e+02	-5.329861e+02
11.385        	5.333444e+01	1.581056e+02	-1.047712e+02	-1.314384e+01	-6.660259e+00	-6.483584e+00	-8.833732e-02	1.314384e+02	5.333444e+02	-7.557065e-18	5.333444e+02	-5.333444e+02
11.39         	5.336735e+01	1.580473e+02	-1.046800e+02	-1.313636e+01	-6.648240e+00	-6.488122e+00	-8.005907e-02	1.313636e+02	5.336735e+02	-7.576680e-18	5.336735e+02	-5.336735e+02
11.395        	5.339628e+01	1.573617e+02	-1.039654e+02	-1.306636e+01	-6.604592e+00	-6.461767e+00	-7.141255e-02	1.306636e+02	5.339628e+02	-7.594566e-18	5.339628e+02	-5.339628e+02
11.4          	5.342084e+01	1.560526e+02	-1.026317e+02	-1.293422e+01	-6.529552e+00	-6.404664e+00	-6.244386e-02	1.293422e+02	5.342084e+02	-7.610825e-18	5.342084e+02	-5.342084e+02
11.405        	5.344061e+01	1.541177e+02	-1.006770e+02	-1.273973e+01	-6.423066e+00	-6.316669e+00	-5.319844e-02	1.273973e+02	5.344061e+02	-7.625137e-18	5.344061e+02	-5.344061e+02
11.41         	5.345564e+01	1.515840e+02	-9.812831e+01	-1.248561e+01	-6.286530e+00	-6.199083e+00	-4.372369e-02	1.248561e+02	5.345564e+02	-7.637291e-18	5.345564e+02	-5.345564e+02
11.415        	5.346418e+01	1.484465e+02	-9.498230e+01	-1.217144e+01	-6.119783e+00	-6.051655e+00	-3.406379e-02	1.217144e+02	5.346418e+02	-7.647168e-18	5.346418e+02	-5.346418e+02
11.42         	5.346742e+01	1.447361e+02	-9.126865e+01	-1.180024e+01	-5.924387e+00	-5.875850e+00	-2.426840e-02	1.180024e+02	5.346742e+02	-7.654948e-18	5.346742e+02	-5.346742e+02
11.425        	5.346548e+01	1.404589e+02	-8.699337e+01	-1.137261e+01	-5.700691e+00	-5.671920e+00	-1.438593e-02	1.137261e+02	5.346548e+02	-7.660594e-18	5.346548e+02	-5.346548e+02
11.43         	5.345668e+01	1.356435e+02	-8.218682e+01	-1.089152e+01	-5.450228e+00	-5.441288e+00	-4.469908e-03	1.089152e+02	5.345668e+02	-7.663887e-18	5.345668e+02	-5.345668e+02
11.435        	5.344243e+01	1.303145e+02	-7.687203e+01	-1.035932e+01	-5.174231e+00	-5.185093e+00	5.431429e-03	1.035932e+02	5.344243e+02	-7.665041e-18	5.344243e+02	-5.344243e+02
11.44         	5.342374e+01	1.244966e+02	-7.107283e+01	-9.778470e+00	-4.873956e+00	-4.904514e+00	1.527937e-02	9.778470e+01	5.342374e+02	-7.663988e-18	5.342374e+02	-5.342374e+02
11.445        	5.339950e+01	1.182156e+02	-6.481611e+01	-9.151586e+00	-4.550772e+00	-4.600814e+00	2.502143e-02	9.151586e+01	5.339950e+02	-7.660557e-18	5.339950e+02	-5.339950e+02
11.45         	5.337109e+01	1.114985e+02	-5.812736e+01	-8.481290e+00	-4.206034e+00	-4.275256e+00	3.461122e-02	8.481290e+01	5.337109e+02	-7.655214e-18	5.337109e+02	-5.337109e+02
11.455        	5.333853e+01	1.043824e+02	-5.104382e+01	-7.771309e+00	-3.841654e+00	-3.929655e+00	4.400089e-02	7.771309e+01	5.333853e+02	-7.647883e-18	5.333853e+02	-5.333853e+02
11.46         	5.330346e+01	9.689548e+01	-4.359202e+01	-7.024375e+00	-3.459040e+00	-3.565335e+00	5.314775e-02	7.024375e+01	5.330346e+02	-7.638878e-18	5.330346e+02	-5.330346e+02
11.465        	5.326537e+01	8.908093e+01	-3.581556e+01	-6.244825e+00	-3.060407e+00	-3.184418e+00	6.200577e-02	6.244825e+01	5.326537e+02	-7.628079e-18	5.326537e+02	-5.326537e+02
11.47         	5.322563e+01	8.097250e+01	-2.774687e+01	-5.435969e+00	-2.647444e+00	-2.788525e+00	7.054065e-02	5.435969e+01	5.322563e+02	-7.615567e-18	5.322563e+02	-5.322563e+02
11.475        	5.318515e+01	7.260653e+01	-1.942138e+01	-4.601395e+00	-2.221990e+00	-2.379405e+00	7.870783e-02	4.601395e+01	5.318515e+02	-7.601135e-18	5.318515e+02	-5.318515e+02
11.48         	5.314303e+01	6.402722e+01	-1.088418e+01	-3.745570e+00	-1.786323e+00	-1.959247e+00	8.646171e-02	3.745570e+01	5.314303e+02	-7.587666e-18	5.314303e+02	-5.314303e+02
11.485        	5.310274e+01	5.526906e+01	-2.166319e+00	-2.871769e+00	-1.342112e+00	-1.529657e+00	9.377257e-02	2.871769e+01	5.310274e+02	-7.571342e-18	5.310274e+02	-5.310274e+02
11.49         	5.306426e+01	4.637940e+01	6.684857e+00	-1.984727e+00	-8.917578e-01	-1.092969e+00	1.006058e-01	1.984727e+01	5.306426e+02	-7.554156e-18	5.306426e+02	-5.306426e+02
11.495        	5.302686e+01	3.739992e+01	1.562693e+01	-1.088650e+00	-4.373992e-01	-6.512505e-01	1.069256e-01	1.088650e+01	5.302686e+02	-7.537870e-18	5.302686e+02	-5.302686e+02
11.5          	5.299326e+01	2.837574e+01	2.461752e+01	-1.879111e-01	1.875003e-02	-2.066611e-01	1.127056e-01	1.879111e+00	5.299326e+02	-7.519556e-18	5.299326e+02	-5.299326e+02
11.505        	5.296279e+01	1.934632e+01	3.361647e+01	7.135077e-01	4.746729e-01	2.388348e-01	1.179191e-01	-7.135077e+00	5.296279e+02	-7.500820e-18	5.296279e+02	-5.296279e+02
11.51         	5.293650e+01	1.035859e+01	4.257791e+01	1.610966e+00	9.280216e-01	6.829446e-01	1.225385e-01	-1.610966e+01	5.293650e+02	-7.483838e-18	5.293650e+02	-5.293650e+02
11.515        	5.291511e+01	1.458425e+00	5.145668e+01	2.499913e+00	1.376497e+00	1.123416e+00	1.265403e-01	-2.499913e+01	5.291511e+02	-7.465365e-18	5.291511e+02	-5.291511e+02
