# Force and moment coefficients
# dragDir     : (1.000000e+00 0.000000e+00 0.000000e+00)
# sideDir     : (0.000000e+00 0.000000e+00 -1.000000e+00)
# liftDir     : (0.000000e+00 1.000000e+00 0.000000e+00)
# rollAxis    : (1.000000e+00 0.000000e+00 0.000000e+00)
# pitchAxis   : (0.000000e+00 0.000000e+00 -1.000000e+00)
# yawAxis     : (0.000000e+00 1.000000e+00 0.000000e+00)
# magUInf     : 2.000000e-01
# lRef        : 1.000000e-01
# Aref        : 1.000000e-02
# CofR        : (2.000000e-01 2.000000e-01 5.000000e-02)
#
# Time        	Cd            	Cd(f)         	Cd(r)         	Cl            	Cl(f)         	Cl(r)         	CmPitch       	CmRoll        	CmYaw         	Cs            	Cs(f)         	Cs(r)         
0.005         	1.522672e+03	8.048560e+02	7.178157e+02	-4.352013e+00	-2.144805e+00	-2.207207e+00	3.120104e-02	4.352013e+01	1.522672e+04	1.591358e-15	1.522672e+04	-1.522672e+04
0.01          	5.411696e+01	1.606753e+01	3.804943e+01	1.099095e+00	4.894131e-01	6.096818e-01	-6.013437e-02	-1.099095e+01	5.411696e+02	-6.558698e-18	5.411696e+02	-5.411696e+02
0.015         	5.994887e+01	2.953522e+01	3.041365e+01	4.392148e-02	-1.444761e-02	5.836908e-02	-3.640835e-02	-4.392148e-01	5.994887e+02	2.023419e-18	5.994887e+02	-5.994887e+02
0.02          	5.250091e+01	2.561806e+01	2.688285e+01	6.323952e-02	3.837362e-03	5.940216e-02	-2.778240e-02	-6.323952e-01	5.250091e+02	3.849183e-19	5.250091e+02	-5.250091e+02
0.025         	4.794142e+01	2.486154e+01	2.307988e+01	-8.908294e-02	-5.934249e-02	-2.974045e-02	-1.480102e-02	8.908294e-01	4.794142e+02	-3.261380e-21	4.794142e+02	-4.794142e+02
0.03          	4.503147e+01	2.336869e+01	2.166278e+01	-8.529582e-02	-4.858064e-02	-3.671518e-02	-5.932731e-03	8.529582e-01	4.503147e+02	-3.663782e-19	4.503147e+02	-4.503147e+02
0.035         	4.302971e+01	2.240541e+01	2.062430e+01	-8.905576e-02	-4.513142e-02	-4.392434e-02	-6.035393e-04	8.905576e-01	4.302971e+02	-6.754578e-19	4.302971e+02	-4.302971e+02
0.04          	4.165148e+01	2.175381e+01	1.989767e+01	-9.280678e-02	-4.373698e-02	-4.906980e-02	2.666412e-03	9.280678e-01	4.165148e+02	-9.549945e-19	4.165148e+02	-4.165148e+02
0.045         	4.070974e+01	2.131951e+01	1.939023e+01	-9.646383e-02	-4.368137e-02	-5.278246e-02	4.550547e-03	9.646383e-01	4.070974e+02	-1.214784e-18	4.070974e+02	-4.070974e+02
0.05          	4.009035e+01	2.107048e+01	1.901987e+01	-1.025301e-01	-4.571227e-02	-5.681781e-02	5.552772e-03	1.025301e+00	4.009035e+02	-1.460770e-18	4.009035e+02	-4.009035e+02
0.055         	3.971072e+01	2.095929e+01	1.875143e+01	-1.103930e-01	-4.927662e-02	-6.111637e-02	5.919874e-03	1.103930e+00	3.971072e+02	-1.698046e-18	3.971072e+02	-3.971072e+02
0.06          	3.951787e+01	2.093166e+01	1.858621e+01	-1.172721e-01	-5.270860e-02	-6.456355e-02	5.927476e-03	1.172721e+00	3.951787e+02	-1.922378e-18	3.951787e+02	-3.951787e+02
0.065         	3.946558e+01	2.097648e+01	1.848910e+01	-1.243689e-01	-5.648985e-02	-6.787906e-02	5.694604e-03	1.243689e+00	3.946558e+02	-2.141891e-18	3.946558e+02	-3.946558e+02
0.07          	3.953468e+01	2.108045e+01	1.845423e+01	-1.313112e-01	-6.038127e-02	-7.092996e-02	5.274343e-03	1.313112e+00	3.953468e+02	-2.357343e-18	3.953468e+02	-3.953468e+02
0.075         	3.969792e+01	2.125100e+01	1.844692e+01	-1.402041e-01	-6.539804e-02	-7.480602e-02	4.703990e-03	1.402041e+00	3.969792e+02	-2.567416e-18	3.969792e+02	-3.969792e+02
0.08          	3.992932e+01	2.144286e+01	1.848646e+01	-1.478203e-01	-6.983234e-02	-7.798798e-02	4.077818e-03	1.478203e+00	3.992932e+02	-2.772794e-18	3.992932e+02	-3.992932e+02
0.085         	4.022543e+01	2.168657e+01	1.853886e+01	-1.573855e-01	-7.532868e-02	-8.205680e-02	3.364056e-03	1.573855e+00	4.022543e+02	-2.972172e-18	4.022543e+02	-4.022543e+02
0.09          	4.056801e+01	2.193218e+01	1.863582e+01	-1.648178e-01	-7.980558e-02	-8.501227e-02	2.603345e-03	1.648178e+00	4.056801e+02	-3.167801e-18	4.056801e+02	-4.056801e+02
0.095         	4.095263e+01	2.219719e+01	1.875544e+01	-1.720879e-01	-8.421996e-02	-8.786798e-02	1.824011e-03	1.720879e+00	4.095263e+02	-3.359434e-18	4.095263e+02	-4.095263e+02
0.1           	4.137030e+01	2.247982e+01	1.889048e+01	-1.794667e-01	-8.870437e-02	-9.076236e-02	1.028992e-03	1.794667e+00	4.137030e+02	-3.546170e-18	4.137030e+02	-4.137030e+02
0.105         	4.181571e+01	2.276835e+01	1.904736e+01	-1.860493e-01	-9.279527e-02	-9.325398e-02	2.293559e-04	1.860493e+00	4.181571e+02	-3.728471e-18	4.181571e+02	-4.181571e+02
0.11          	4.228248e+01	2.304689e+01	1.923559e+01	-1.905647e-01	-9.584181e-02	-9.472292e-02	-5.594436e-04	1.905647e+00	4.228248e+02	-3.906651e-18	4.228248e+02	-4.228248e+02
0.115         	4.276273e+01	2.333709e+01	1.942563e+01	-1.955731e-01	-9.912291e-02	-9.645019e-02	-1.336360e-03	1.955731e+00	4.276273e+02	-4.078406e-18	4.276273e+02	-4.276273e+02
0.12          	4.325728e+01	2.360571e+01	1.965156e+01	-1.977075e-01	-1.009358e-01	-9.677162e-02	-2.082107e-03	1.977075e+00	4.325728e+02	-4.245865e-18	4.325728e+02	-4.325728e+02
0.125         	4.376005e+01	2.387464e+01	1.988540e+01	-1.994621e-01	-1.025119e-01	-9.695026e-02	-2.780799e-03	1.994621e+00	4.376005e+02	-4.406704e-18	4.376005e+02	-4.376005e+02
0.13          	4.426979e+01	2.411375e+01	2.015604e+01	-1.978853e-01	-1.023616e-01	-9.552370e-02	-3.418944e-03	1.978853e+00	4.426979e+02	-4.562537e-18	4.426979e+02	-4.426979e+02
0.135         	4.478149e+01	2.434957e+01	2.043191e+01	-1.958829e-01	-1.019236e-01	-9.395933e-02	-3.982127e-03	1.958829e+00	4.478149e+02	-4.712118e-18	4.478149e+02	-4.478149e+02
0.14          	4.529444e+01	2.456665e+01	2.072780e+01	-1.919425e-01	-1.004499e-01	-9.149254e-02	-4.478697e-03	1.919425e+00	4.529444e+02	-4.856757e-18	4.529444e+02	-4.529444e+02
0.145         	4.580622e+01	2.476906e+01	2.103717e+01	-1.865946e-01	-9.818371e-02	-8.841085e-02	-4.886427e-03	1.865946e+00	4.580622e+02	-4.996603e-18	4.580622e+02	-4.580622e+02
0.15          	4.631364e+01	2.495308e+01	2.136056e+01	-1.796264e-01	-9.503022e-02	-8.459616e-02	-5.217028e-03	1.796264e+00	4.631364e+02	-5.131550e-18	4.631364e+02	-4.631364e+02
0.155         	4.681497e+01	2.512221e+01	2.169276e+01	-1.714727e-01	-9.120542e-02	-8.026730e-02	-5.469058e-03	1.714727e+00	4.681497e+02	-5.261285e-18	4.681497e+02	-4.681497e+02
0.16          	4.730752e+01	2.527821e+01	2.202931e+01	-1.624453e-01	-8.687215e-02	-7.557317e-02	-5.649488e-03	1.624453e+00	4.730752e+02	-5.385933e-18	4.730752e+02	-4.730752e+02
0.165         	4.778957e+01	2.542792e+01	2.236165e+01	-1.533138e-01	-8.241612e-02	-7.089769e-02	-5.759217e-03	1.533138e+00	4.778957e+02	-5.506021e-18	4.778957e+02	-4.778957e+02
0.17          	4.825910e+01	2.555713e+01	2.270197e+01	-1.427580e-01	-7.719258e-02	-6.556547e-02	-5.813556e-03	1.427580e+00	4.825910e+02	-5.621587e-18	4.825910e+02	-4.825910e+02
0.175         	4.871269e+01	2.567285e+01	2.303983e+01	-1.316510e-01	-7.166024e-02	-5.999074e-02	-5.834750e-03	1.316510e+00	4.871269e+02	-5.732356e-18	4.871269e+02	-4.871269e+02
0.18          	4.915102e+01	2.578883e+01	2.336219e+01	-1.213317e-01	-6.649108e-02	-5.484064e-02	-5.825217e-03	1.213317e+00	4.915102e+02	-5.838945e-18	4.915102e+02	-4.915102e+02
0.185         	4.956974e+01	2.589937e+01	2.367037e+01	-1.114498e-01	-6.151237e-02	-4.993745e-02	-5.787461e-03	1.114498e+00	4.956974e+02	-5.940675e-18	4.956974e+02	-4.956974e+02
0.19          	4.996710e+01	2.600047e+01	2.396663e+01	-1.016921e-01	-5.657701e-02	-4.511514e-02	-5.730932e-03	1.016921e+00	4.996710e+02	-6.037552e-18	4.996710e+02	-4.996710e+02
0.195         	5.034106e+01	2.610028e+01	2.424078e+01	-9.297503e-02	-5.215712e-02	-4.081792e-02	-5.669600e-03	9.297503e-01	5.034106e+02	-6.129674e-18	5.034106e+02	-5.034106e+02
0.2           	5.069144e+01	2.619695e+01	2.449448e+01	-8.512356e-02	-4.817505e-02	-3.694851e-02	-5.613270e-03	8.512356e-01	5.069144e+02	-6.216695e-18	5.069144e+02	-5.069144e+02
0.205         	5.101533e+01	2.628881e+01	2.472651e+01	-7.811506e-02	-4.461934e-02	-3.349572e-02	-5.561810e-03	7.811506e-01	5.101533e+02	-6.298327e-18	5.101533e+02	-5.101533e+02
0.21          	5.131260e+01	2.638853e+01	2.492406e+01	-7.322331e-02	-4.213227e-02	-3.109104e-02	-5.520614e-03	7.322331e-01	5.131260e+02	-6.374350e-18	5.131260e+02	-5.131260e+02
0.215         	5.158222e+01	2.648304e+01	2.509917e+01	-6.919355e-02	-4.009125e-02	-2.910230e-02	-5.494473e-03	6.919355e-01	5.158222e+02	-6.444828e-18	5.158222e+02	-5.158222e+02
0.22          	5.182404e+01	2.658061e+01	2.524342e+01	-6.685968e-02	-3.891300e-02	-2.794668e-02	-5.483165e-03	6.685968e-01	5.182404e+02	-6.509555e-18	5.182404e+02	-5.182404e+02
0.225         	5.203843e+01	2.666816e+01	2.537027e+01	-6.489479e-02	-3.794120e-02	-2.695359e-02	-5.493806e-03	6.489479e-01	5.203843e+02	-6.568801e-18	5.203843e+02	-5.203843e+02
0.23          	5.222567e+01	2.676067e+01	2.546500e+01	-6.478302e-02	-3.791784e-02	-2.686518e-02	-5.526328e-03	6.478302e-01	5.222567e+02	-6.622537e-18	5.222567e+02	-5.222567e+02
0.235         	5.238580e+01	2.685660e+01	2.552920e+01	-6.636955e-02	-3.876455e-02	-2.760500e-02	-5.579774e-03	6.636955e-01	5.238580e+02	-6.670705e-18	5.238580e+02	-5.238580e+02
0.24          	5.252053e+01	2.695336e+01	2.556718e+01	-6.930899e-02	-4.030677e-02	-2.900222e-02	-5.652277e-03	6.930899e-01	5.252053e+02	-6.713682e-18	5.252053e+02	-5.252053e+02
0.245         	5.263156e+01	2.705266e+01	2.557889e+01	-7.368838e-02	-4.258677e-02	-3.110161e-02	-5.742578e-03	7.368838e-01	5.263156e+02	-6.751766e-18	5.263156e+02	-5.263156e+02
0.25          	5.271986e+01	2.715856e+01	2.556130e+01	-7.986290e-02	-4.578138e-02	-3.408152e-02	-5.849935e-03	7.986290e-01	5.271986e+02	-6.785135e-18	5.271986e+02	-5.271986e+02
0.255         	5.278733e+01	2.727170e+01	2.551562e+01	-8.780418e-02	-4.987110e-02	-3.793308e-02	-5.969012e-03	8.780418e-01	5.278733e+02	-6.814085e-18	5.278733e+02	-5.278733e+02
0.26          	5.283556e+01	2.739284e+01	2.544272e+01	-9.750593e-02	-5.485291e-02	-4.265303e-02	-6.099940e-03	9.750593e-01	5.283556e+02	-6.838891e-18	5.283556e+02	-5.283556e+02
0.265         	5.286670e+01	2.751533e+01	2.535137e+01	-1.081982e-01	-6.033886e-02	-4.785931e-02	-6.239777e-03	1.081982e+00	5.286670e+02	-6.860057e-18	5.286670e+02	-5.286670e+02
0.27          	5.288230e+01	2.765155e+01	2.523075e+01	-1.210398e-01	-6.690691e-02	-5.413293e-02	-6.386987e-03	1.210398e+00	5.288230e+02	-6.877788e-18	5.288230e+02	-5.288230e+02
0.275         	5.288450e+01	2.779450e+01	2.509000e+01	-1.352252e-01	-7.415214e-02	-6.107305e-02	-6.539542e-03	1.352252e+00	5.288450e+02	-6.892524e-18	5.288450e+02	-5.288450e+02
0.28          	5.287496e+01	2.794210e+01	2.493286e+01	-1.504620e-01	-8.192606e-02	-6.853590e-02	-6.695079e-03	1.504620e+00	5.287496e+02	-6.904620e-18	5.287496e+02	-5.287496e+02
0.285         	5.285551e+01	2.809827e+01	2.475724e+01	-1.670513e-01	-9.037766e-02	-7.667366e-02	-6.851999e-03	1.670513e+00	5.285551e+02	-6.914311e-18	5.285551e+02	-5.285551e+02
0.29          	5.282758e+01	2.826324e+01	2.456434e+01	-1.849451e-01	-9.948062e-02	-8.546452e-02	-7.008051e-03	1.849451e+00	5.282758e+02	-6.921990e-18	5.282758e+02	-5.282758e+02
0.295         	5.279296e+01	2.843606e+01	2.435690e+01	-2.039582e-01	-1.091405e-01	-9.481769e-02	-7.161386e-03	2.039582e+00	5.279296e+02	-6.928003e-18	5.279296e+02	-5.279296e+02
0.3           	5.275291e+01	2.861447e+01	2.413843e+01	-2.238021e-01	-1.192114e-01	-1.045907e-01	-7.310345e-03	2.238021e+00	5.275291e+02	-6.932542e-18	5.275291e+02	-5.275291e+02
0.305         	5.270851e+01	2.879944e+01	2.390907e+01	-2.445183e-01	-1.297126e-01	-1.148057e-01	-7.453421e-03	2.445183e+00	5.270851e+02	-6.935914e-18	5.270851e+02	-5.270851e+02
0.31          	5.266098e+01	2.899062e+01	2.367036e+01	-2.660133e-01	-1.405959e-01	-1.254174e-01	-7.589280e-03	2.660133e+00	5.266098e+02	-6.938269e-18	5.266098e+02	-5.266098e+02
0.315         	5.261147e+01	2.918968e+01	2.342179e+01	-2.883941e-01	-1.519139e-01	-1.364802e-01	-7.716856e-03	2.883941e+00	5.261147e+02	-6.939949e-18	5.261147e+02	-5.261147e+02
0.32          	5.256060e+01	2.938932e+01	2.317128e+01	-3.109022e-01	-1.632863e-01	-1.476159e-01	-7.835233e-03	3.109022e+00	5.256060e+02	-6.941033e-18	5.256060e+02	-5.256060e+02
0.325         	5.250903e+01	2.959554e+01	2.291349e+01	-3.341028e-01	-1.749946e-01	-1.591082e-01	-7.943182e-03	3.341028e+00	5.250903e+02	-6.941674e-18	5.250903e+02	-5.250903e+02
0.33          	5.245734e+01	2.980484e+01	2.265250e+01	-3.576174e-01	-1.868494e-01	-1.707681e-01	-8.040633e-03	3.576174e+00	5.245734e+02	-6.942025e-18	5.245734e+02	-5.245734e+02
0.335         	5.240614e+01	3.001663e+01	2.238951e+01	-3.813559e-01	-1.988034e-01	-1.825525e-01	-8.125488e-03	3.813559e+00	5.240614e+02	-6.942166e-18	5.240614e+02	-5.240614e+02
0.34          	5.235599e+01	3.022841e+01	2.212757e+01	-4.050420e-01	-2.107181e-01	-1.943239e-01	-8.197113e-03	4.050420e+00	5.235599e+02	-6.941974e-18	5.235599e+02	-5.235599e+02
0.345         	5.230686e+01	3.044146e+01	2.186540e+01	-4.288032e-01	-2.226562e-01	-2.061469e-01	-8.254662e-03	4.288032e+00	5.230686e+02	-6.942108e-18	5.230686e+02	-5.230686e+02
0.35          	5.225910e+01	3.065209e+01	2.160702e+01	-4.522535e-01	-2.344243e-01	-2.178292e-01	-8.297583e-03	4.522535e+00	5.225910e+02	-6.942171e-18	5.225910e+02	-5.225910e+02
0.355         	5.221292e+01	3.086161e+01	2.135131e+01	-4.755148e-01	-2.460826e-01	-2.294322e-01	-8.325181e-03	4.755148e+00	5.221292e+02	-6.942317e-18	5.221292e+02	-5.221292e+02
0.36          	5.216819e+01	3.106932e+01	2.109887e+01	-4.985230e-01	-2.575986e-01	-2.409243e-01	-8.337164e-03	4.985230e+00	5.216819e+02	-6.942538e-18	5.216819e+02	-5.216819e+02
0.365         	5.212511e+01	3.127317e+01	2.085195e+01	-5.210608e-01	-2.688630e-01	-2.521979e-01	-8.332533e-03	5.210608e+00	5.212511e+02	-6.942848e-18	5.212511e+02	-5.212511e+02
0.37          	5.208391e+01	3.147192e+01	2.061198e+01	-5.429970e-01	-2.798097e-01	-2.631873e-01	-8.311211e-03	5.429970e+00	5.208391e+02	-6.943341e-18	5.208391e+02	-5.208391e+02
0.375         	5.204438e+01	3.166340e+01	2.038098e+01	-5.641211e-01	-2.903338e-01	-2.737873e-01	-8.273212e-03	5.641211e+00	5.204438e+02	-6.943964e-18	5.204438e+02	-5.204438e+02
0.38          	5.200657e+01	3.184900e+01	2.015757e+01	-5.845719e-01	-3.005036e-01	-2.840683e-01	-8.217643e-03	5.845719e+00	5.200657e+02	-6.944730e-18	5.200657e+02	-5.200657e+02
0.385         	5.197014e+01	3.202622e+01	1.994392e+01	-6.041149e-01	-3.102018e-01	-2.939131e-01	-8.144355e-03	6.041149e+00	5.197014e+02	-6.945542e-18	5.197014e+02	-5.197014e+02
0.39          	5.193545e+01	3.219476e+01	1.974070e+01	-6.227030e-01	-3.194048e-01	-3.032983e-01	-8.053239e-03	6.227030e+00	5.193545e+02	-6.946565e-18	5.193545e+02	-5.193545e+02
0.395         	5.190219e+01	3.235447e+01	1.954773e+01	-6.403368e-01	-3.281133e-01	-3.122234e-01	-7.944943e-03	6.403368e+00	5.190219e+02	-6.947680e-18	5.190219e+02	-5.190219e+02
0.4           	5.187024e+01	3.250193e+01	1.936831e+01	-6.566810e-01	-3.361597e-01	-3.205213e-01	-7.819216e-03	6.566810e+00	5.187024e+02	-6.948855e-18	5.187024e+02	-5.187024e+02
0.405         	5.183970e+01	3.264029e+01	1.919941e+01	-6.720441e-01	-3.436986e-01	-3.283456e-01	-7.676487e-03	6.720441e+00	5.183970e+02	-6.950148e-18	5.183970e+02	-5.183970e+02
0.41          	5.181034e+01	3.276407e+01	1.904626e+01	-6.858906e-01	-3.504617e-01	-3.354290e-01	-7.516348e-03	6.858906e+00	5.181034e+02	-6.951497e-18	5.181034e+02	-5.181034e+02
0.415         	5.178228e+01	3.287455e+01	1.890774e+01	-6.983405e-01	-3.565092e-01	-3.418313e-01	-7.338925e-03	6.983405e+00	5.178228e+02	-6.952973e-18	5.178228e+02	-5.178228e+02
0.42          	5.175520e+01	3.296972e+01	1.878548e+01	-7.092120e-01	-3.617512e-01	-3.474608e-01	-7.145228e-03	7.092120e+00	5.175520e+02	-6.954488e-18	5.175520e+02	-5.175520e+02
0.425         	5.172924e+01	3.305424e+01	1.867500e+01	-7.189619e-01	-3.664153e-01	-3.525466e-01	-6.934374e-03	7.189619e+00	5.172924e+02	-6.956063e-18	5.172924e+02	-5.172924e+02
0.43          	5.170416e+01	3.312094e+01	1.858323e+01	-7.268856e-01	-3.701506e-01	-3.567350e-01	-6.707789e-03	7.268856e+00	5.170416e+02	-6.957670e-18	5.170416e+02	-5.170416e+02
0.435         	5.168001e+01	3.317225e+01	1.850776e+01	-7.332244e-01	-3.730784e-01	-3.601461e-01	-6.466161e-03	7.332244e+00	5.168001e+02	-6.959285e-18	5.168001e+02	-5.168001e+02
0.44          	5.165666e+01	3.320713e+01	1.844953e+01	-7.378801e-01	-3.751501e-01	-3.627300e-01	-6.210069e-03	7.378801e+00	5.165666e+02	-6.960921e-18	5.165666e+02	-5.165666e+02
0.445         	5.163416e+01	3.322468e+01	1.840948e+01	-7.407599e-01	-3.763202e-01	-3.644397e-01	-5.940246e-03	7.407599e+00	5.163416e+02	-6.962605e-18	5.163416e+02	-5.163416e+02
0.45          	5.161234e+01	3.322593e+01	1.838642e+01	-7.419756e-01	-3.766454e-01	-3.653302e-01	-5.657573e-03	7.419756e+00	5.161234e+02	-6.964250e-18	5.161234e+02	-5.161234e+02
0.455         	5.159119e+01	3.320901e+01	1.838219e+01	-7.413410e-01	-3.760333e-01	-3.653077e-01	-5.362774e-03	7.413410e+00	5.159119e+02	-6.965895e-18	5.159119e+02	-5.159119e+02
0.46          	5.157060e+01	3.317394e+01	1.839665e+01	-7.388644e-01	-3.744889e-01	-3.643756e-01	-5.056644e-03	7.388644e+00	5.157060e+02	-6.967487e-18	5.157060e+02	-5.157060e+02
0.465         	5.155071e+01	3.312195e+01	1.842876e+01	-7.346595e-01	-3.720707e-01	-3.625889e-01	-4.740894e-03	7.346595e+00	5.155071e+02	-6.969357e-18	5.155071e+02	-5.155071e+02
0.47          	5.153133e+01	3.304939e+01	1.848194e+01	-7.283723e-01	-3.686024e-01	-3.597699e-01	-4.416265e-03	7.283723e+00	5.153133e+02	-6.970643e-18	5.153133e+02	-5.153133e+02
0.475         	5.151261e+01	3.296183e+01	1.855078e+01	-7.205522e-01	-3.643600e-01	-3.561922e-01	-4.083876e-03	7.205522e+00	5.151261e+02	-6.972433e-18	5.151261e+02	-5.151261e+02
0.48          	5.149409e+01	3.285364e+01	1.864045e+01	-7.106592e-01	-3.590746e-01	-3.515846e-01	-3.744999e-03	7.106592e+00	5.149409e+02	-6.973709e-18	5.149409e+02	-5.149409e+02
0.485         	5.147638e+01	3.272729e+01	1.874909e+01	-6.989101e-01	-3.528555e-01	-3.460547e-01	-3.400385e-03	6.989101e+00	5.147638e+02	-6.975340e-18	5.147638e+02	-5.147638e+02
0.49          	5.145897e+01	3.258344e+01	1.887553e+01	-6.853953e-01	-3.457495e-01	-3.396458e-01	-3.051835e-03	6.853953e+00	5.145897e+02	-6.976772e-18	5.145897e+02	-5.145897e+02
0.495         	5.144204e+01	3.242241e+01	1.901963e+01	-6.701390e-01	-3.377703e-01	-3.323687e-01	-2.700777e-03	6.701390e+00	5.144204e+02	-6.978195e-18	5.144204e+02	-5.144204e+02
0.5           	5.142555e+01	3.224356e+01	1.918199e+01	-6.530787e-01	-3.288879e-01	-3.241908e-01	-2.348567e-03	6.530787e+00	5.142555e+02	-6.979565e-18	5.142555e+02	-5.142555e+02
0.505         	5.140947e+01	3.204749e+01	1.936198e+01	-6.342757e-01	-3.191344e-01	-3.151413e-01	-1.996577e-03	6.342757e+00	5.140947e+02	-6.980923e-18	5.140947e+02	-5.140947e+02
0.51          	5.139375e+01	3.183428e+01	1.955946e+01	-6.137410e-01	-3.085167e-01	-3.052243e-01	-1.646217e-03	6.137410e+00	5.139375e+02	-6.982177e-18	5.139375e+02	-5.139375e+02
0.515         	5.137843e+01	3.160489e+01	1.977354e+01	-5.915672e-01	-2.970823e-01	-2.944849e-01	-1.298671e-03	5.915672e+00	5.137843e+02	-6.983430e-18	5.137843e+02	-5.137843e+02
0.52          	5.136351e+01	3.136021e+01	2.000330e+01	-5.678457e-01	-2.848786e-01	-2.829671e-01	-9.557576e-04	5.678457e+00	5.136351e+02	-6.984653e-18	5.136351e+02	-5.136351e+02
0.525         	5.134892e+01	3.109967e+01	2.024925e+01	-5.425205e-01	-2.718791e-01	-2.706415e-01	-6.187949e-04	5.425205e+00	5.134892e+02	-6.985795e-18	5.134892e+02	-5.134892e+02
0.53          	5.133474e+01	3.082655e+01	2.050819e+01	-5.159178e-01	-2.582480e-01	-2.576698e-01	-2.891215e-04	5.159178e+00	5.133474e+02	-6.987038e-18	5.133474e+02	-5.133474e+02
0.535         	5.132088e+01	3.053858e+01	2.078230e+01	-4.878144e-01	-2.438754e-01	-2.439390e-01	3.182658e-05	4.878144e+00	5.132088e+02	-6.988146e-18	5.132088e+02	-5.132088e+02
0.54          	5.130735e+01	3.023737e+01	2.106998e+01	-4.583696e-01	-2.288421e-01	-2.295275e-01	3.427062e-04	4.583696e+00	5.130735e+02	-6.989169e-18	5.130735e+02	-5.130735e+02
0.545         	5.129412e+01	2.992504e+01	2.136908e+01	-4.277981e-01	-2.132569e-01	-2.145412e-01	6.421700e-04	4.277981e+00	5.129412e+02	-6.990130e-18	5.129412e+02	-5.129412e+02
0.55          	5.128125e+01	2.960082e+01	2.168042e+01	-3.960199e-01	-1.970811e-01	-1.989388e-01	9.288665e-04	3.960199e+00	5.128125e+02	-6.991085e-18	5.128125e+02	-5.128125e+02
0.555         	5.126868e+01	2.926775e+01	2.200092e+01	-3.633414e-01	-1.804692e-01	-1.828722e-01	1.201498e-03	3.633414e+00	5.126868e+02	-6.991960e-18	5.126868e+02	-5.126868e+02
0.56          	5.125643e+01	2.892486e+01	2.233157e+01	-3.296643e-01	-1.633734e-01	-1.662909e-01	1.458752e-03	3.296643e+00	5.125643e+02	-6.992840e-18	5.125643e+02	-5.125643e+02
0.565         	5.124448e+01	2.857391e+01	2.267057e+01	-2.951673e-01	-1.458842e-01	-1.492831e-01	1.699472e-03	2.951673e+00	5.124448e+02	-6.993675e-18	5.124448e+02	-5.124448e+02
0.57          	5.123281e+01	2.821659e+01	2.301622e+01	-2.600187e-01	-1.280868e-01	-1.319320e-01	1.922600e-03	2.600187e+00	5.123281e+02	-6.994434e-18	5.123281e+02	-5.123281e+02
0.575         	5.122144e+01	2.785429e+01	2.336715e+01	-2.243573e-01	-1.100519e-01	-1.143053e-01	2.126716e-03	2.243573e+00	5.122144e+02	-6.994992e-18	5.122144e+02	-5.122144e+02
0.58          	5.121036e+01	2.748581e+01	2.372456e+01	-1.880623e-01	-9.172041e-02	-9.634192e-02	2.310753e-03	1.880623e+00	5.121036e+02	-6.995861e-18	5.121036e+02	-5.121036e+02
0.585         	5.119951e+01	2.711589e+01	2.408362e+01	-1.516134e-01	-7.333295e-02	-7.828050e-02	2.473773e-03	1.516134e+00	5.119951e+02	-6.996310e-18	5.119951e+02	-5.119951e+02
0.59          	5.118890e+01	2.674232e+01	2.444658e+01	-1.147868e-01	-5.477861e-02	-6.000817e-02	2.614777e-03	1.147868e+00	5.118890e+02	-6.997110e-18	5.118890e+02	-5.118890e+02
0.595         	5.117873e+01	2.636953e+01	2.480919e+01	-7.801716e-02	-3.627536e-02	-4.174180e-02	2.733219e-03	7.801716e-01	5.117873e+02	-6.997711e-18	5.117873e+02	-5.117873e+02
0.6           	5.116870e+01	2.599794e+01	2.517077e+01	-4.135850e-02	-1.785166e-02	-2.350684e-02	2.827594e-03	4.135850e-01	5.116870e+02	-6.998272e-18	5.116870e+02	-5.116870e+02
0.605         	5.115893e+01	2.562733e+01	2.553160e+01	-4.786701e-03	5.042179e-04	-5.290919e-03	2.897568e-03	4.786701e-02	5.115893e+02	-6.998793e-18	5.115893e+02	-5.115893e+02
0.61          	5.114943e+01	2.526117e+01	2.588826e+01	3.135433e-02	1.861974e-02	1.273459e-02	2.942575e-03	-3.135433e-01	5.114943e+02	-6.999315e-18	5.114943e+02	-5.114943e+02
0.615         	5.114016e+01	2.489885e+01	2.624131e+01	6.712331e-02	3.652379e-02	3.059951e-02	2.962142e-03	-6.712331e-01	5.114016e+02	-6.999796e-18	5.114016e+02	-5.114016e+02
0.62          	5.113112e+01	2.454268e+01	2.658844e+01	1.022878e-01	5.409981e-02	4.818801e-02	2.955904e-03	-1.022878e+00	5.113112e+02	-7.000241e-18	5.113112e+02	-5.113112e+02
0.625         	5.112233e+01	2.419412e+01	2.692821e+01	1.367041e-01	7.127576e-02	6.542837e-02	2.923693e-03	-1.367041e+00	5.112233e+02	-7.000669e-18	5.112233e+02	-5.112233e+02
0.63          	5.111367e+01	2.385479e+01	2.725888e+01	1.702045e-01	8.796679e-02	8.223770e-02	2.864547e-03	-1.702045e+00	5.111367e+02	-7.001057e-18	5.111367e+02	-5.111367e+02
0.635         	5.110533e+01	2.352563e+01	2.757970e+01	2.027035e-01	1.041301e-01	9.857335e-02	2.778399e-03	-2.027035e+00	5.110533e+02	-7.001487e-18	5.110533e+02	-5.110533e+02
